candidate_evaluations,critical_paths_found,relay_cascade_paths_found,captured_load_shed_mw,critical_recall,relay_cascade_recall,query_precision
1063,984,895,30464.60777112395,0.5273311897106109,0.518539976825029,0.9256820319849483
1064,985,896,30496.145580607692,0.5278670953912111,0.5191193511008111,0.9257518796992481
1065,986,897,30527.683390091435,0.5284030010718114,0.5196987253765932,0.9258215962441314
1066,987,898,30559.22119957518,0.5289389067524116,0.5202780996523755,0.925891181988743
1067,988,899,30590.759009058922,0.5294748124330118,0.5208574739281576,0.9259606373008434
1068,989,900,30622.296818542665,0.530010718113612,0.5214368482039398,0.9260299625468165
1069,990,901,30653.83462802641,0.5305466237942122,0.5220162224797219,0.9260991580916744
1070,991,902,30685.372437510152,0.5310825294748124,0.522595596755504,0.9261682242990654
1071,992,903,30716.910246993895,0.5316184351554126,0.5231749710312862,0.9262371615312792
1072,993,904,30748.44805647764,0.5321543408360129,0.5237543453070683,0.9263059701492538
1073,994,905,30779.985865961382,0.5326902465166131,0.5243337195828505,0.9263746505125815
1074,995,906,30811.523675445125,0.5332261521972133,0.5249130938586327,0.9264432029795159
1075,996,907,30843.06148492887,0.5337620578778135,0.5254924681344149,0.9265116279069767
1076,997,908,30874.599294412612,0.5342979635584137,0.526071842410197,0.9265799256505576
1077,998,909,30906.137103896355,0.5348338692390139,0.5266512166859791,0.9266480965645311
1078,999,910,30937.6749133801,0.5353697749196141,0.5272305909617613,0.9267161410018553
1079,1000,911,30969.212722863842,0.5359056806002144,0.5278099652375434,0.9267840593141798
1080,1001,912,31000.750532347585,0.5364415862808146,0.5283893395133256,0.9268518518518518
1081,1002,913,31032.28834183133,0.5369774919614148,0.5289687137891078,0.9269195189639223
1082,1003,914,31063.826151315072,0.537513397642015,0.52954808806489,0.9269870609981515
1083,1004,915,31095.363960798815,0.5380493033226152,0.5301274623406721,0.9270544783010157
1084,1005,916,31126.90177028256,0.5385852090032154,0.5307068366164542,0.9271217712177122
1085,1006,917,31158.439579766302,0.5391211146838156,0.5312862108922364,0.9271889400921659
1086,1007,918,31189.977389250045,0.5396570203644159,0.5318655851680185,0.927255985267035
1087,1008,919,31221.51519873379,0.5401929260450161,0.5324449594438007,0.9273229070837167
1088,1009,920,31253.053008217532,0.5407288317256163,0.5330243337195828,0.9273897058823529
1089,1010,921,31284.590817701275,0.5412647374062165,0.533603707995365,0.9274563820018366
1090,1011,922,31316.12862718502,0.5418006430868167,0.5341830822711472,0.9275229357798165
1091,1012,923,31347.666436668762,0.5423365487674169,0.5347624565469293,0.9275893675527039
1092,1013,924,31379.204246152505,0.5428724544480171,0.5353418308227115,0.9276556776556777
1093,1014,925,31410.74205563625,0.5434083601286174,0.5359212050984936,0.9277218664226898
1094,1015,926,31442.279865119992,0.5439442658092176,0.5365005793742758,0.9277879341864717
1095,1016,927,31473.817674603735,0.5444801714898178,0.5370799536500579,0.9278538812785389
1096,1017,928,31505.35548408748,0.545016077170418,0.5376593279258401,0.9279197080291971
1097,1018,929,31536.893293571222,0.5455519828510182,0.5382387022016223,0.9279854147675478
1098,1019,930,31568.431103054965,0.5460878885316184,0.5388180764774044,0.9280510018214936
1099,1020,931,31599.96891253871,0.5466237942122186,0.5393974507531866,0.9281164695177434
1100,1021,932,31631.506722022452,0.5471596998928189,0.5399768250289687,0.9281818181818182
1101,1022,933,31663.044531506195,0.5476956055734191,0.5405561993047509,0.9282470481380564
1102,1023,934,31694.58234098994,0.5482315112540193,0.541135573580533,0.9283121597096189
1103,1024,935,31726.120150473682,0.5487674169346195,0.5417149478563151,0.928377153218495
1104,1025,936,31757.657959957425,0.5493033226152197,0.5422943221320974,0.9284420289855072
1105,1026,937,31789.19576944117,0.5498392282958199,0.5428736964078795,0.9285067873303168
1106,1027,938,31820.733578924912,0.5503751339764201,0.5434530706836617,0.9285714285714286
1107,1028,939,31852.271388408655,0.5509110396570204,0.5440324449594438,0.928635953026197
1108,1029,940,31883.8091978924,0.5514469453376206,0.544611819235226,0.9287003610108303
1109,1030,941,31915.347007376142,0.5519828510182208,0.5451911935110081,0.9287646528403968
1110,1031,942,31946.884816859885,0.552518756698821,0.5457705677867902,0.9288288288288288
1111,1032,943,31978.42262634363,0.5530546623794212,0.5463499420625724,0.9288928892889289
1112,1033,944,32009.960435827372,0.5535905680600214,0.5469293163383546,0.9289568345323741
1113,1034,945,32041.498245311115,0.5541264737406216,0.5475086906141368,0.9290206648697215
1114,1035,946,32073.03605479486,0.5546623794212219,0.5480880648899189,0.9290843806104129
1115,1036,947,32104.573864278602,0.5551982851018221,0.548667439165701,0.9291479820627803
1116,1037,948,32136.111673762345,0.5557341907824223,0.5492468134414832,0.9292114695340502
1117,1038,949,32167.64948324609,0.5562700964630225,0.5498261877172653,0.9292748433303492
1118,1039,950,32199.187292729832,0.5568060021436227,0.5504055619930475,0.9293381037567084
1119,1040,951,32230.725102213575,0.5573419078242229,0.5509849362688297,0.9294012511170688
1120,1041,952,32262.26291169732,0.5578778135048231,0.5515643105446119,0.9294642857142857
1121,1042,953,32293.80072118106,0.5584137191854234,0.552143684820394,0.9295272078501338
1122,1043,954,32325.338530664805,0.5589496248660236,0.5527230590961761,0.9295900178253119
1123,1044,955,32356.87634014855,0.5594855305466238,0.5533024333719583,0.9296527159394479
1124,1045,956,32388.41414963229,0.560021436227224,0.5538818076477404,0.9297153024911032
1125,1046,957,32419.951959116035,0.5605573419078242,0.5544611819235226,0.9297777777777778
1126,1047,958,32451.48976859978,0.5610932475884244,0.5550405561993047,0.9298401420959147
1127,1048,959,32483.02757808352,0.5616291532690246,0.555619930475087,0.929902395740905
1128,1049,960,32514.565387567265,0.5621650589496249,0.5561993047508691,0.9299645390070922
1129,1050,961,32546.10319705101,0.5627009646302251,0.5567786790266512,0.9300265721877768
1130,1051,962,32577.64100653475,0.5632368703108253,0.5573580533024334,0.9300884955752212
1131,1052,963,32609.178816018495,0.5637727759914255,0.5579374275782155,0.9301503094606542
1132,1053,964,32640.71662550224,0.5643086816720257,0.5585168018539977,0.9302120141342756
1133,1054,965,32672.25443498598,0.564844587352626,0.5590961761297798,0.9302736098852604
1134,1055,966,32703.792244469725,0.5653804930332261,0.5596755504055619,0.9303350970017636
1135,1056,967,32735.33005395347,0.5659163987138264,0.5602549246813442,0.9303964757709251
1136,1057,968,32766.86786343721,0.5664523043944266,0.5608342989571263,0.9304577464788732
1137,1058,969,32798.405672920955,0.5669882100750268,0.5614136732329085,0.93051890941073
1138,1059,970,32829.9434824047,0.567524115755627,0.5619930475086906,0.9305799648506151
1139,1060,971,32861.48129188844,0.5680600214362272,0.5625724217844728,0.9306409130816505
1140,1061,972,32893.019101372185,0.5685959271168275,0.5631517960602549,0.9307017543859649
1141,1062,973,32924.55691085593,0.5691318327974276,0.563731170336037,0.9307624890446976
1142,1063,974,32956.09472033967,0.5696677384780279,0.5643105446118193,0.9308231173380035
1143,1064,975,32987.632529823415,0.5702036441586281,0.5648899188876014,0.9308836395450568
1144,1065,976,33019.17033930716,0.5707395498392283,0.5654692931633836,0.9309440559440559
1145,1066,977,33050.7081487909,0.5712754555198285,0.5660486674391657,0.9310043668122271
1146,1067,978,33082.245958274645,0.5718113612004287,0.5666280417149478,0.931064572425829
1147,1068,979,33113.78376775839,0.572347266881029,0.56720741599073,0.9311246730601569
1148,1069,980,33145.32157724213,0.5728831725616291,0.5677867902665121,0.931184668989547
1149,1070,981,33176.859386725875,0.5734190782422294,0.5683661645422943,0.9312445604873804
1150,1071,982,33208.39719620962,0.5739549839228296,0.5689455388180765,0.931304347826087
1151,1072,983,33239.93500569336,0.5744908896034298,0.5695249130938587,0.9313640312771503
1152,1073,984,33271.472815177105,0.57502679528403,0.5701042873696408,0.9314236111111112
1153,1074,985,33303.01062466085,0.5755627009646302,0.570683661645423,0.9314830875975716
1154,1075,986,33334.54843414459,0.5760986066452305,0.5712630359212051,0.9315424610051993
1155,1076,987,33366.086243628335,0.5766345123258306,0.5718424101969872,0.9316017316017317
1156,1077,988,33397.62405311208,0.5771704180064309,0.5724217844727694,0.9316608996539792
1157,1078,988,33405.78809141728,0.5777063236870311,0.5724217844727694,0.9317199654278306
1158,1079,988,33413.95212972248,0.5782422293676313,0.5724217844727694,0.9317789291882557
1159,1080,989,33422.11616802768,0.5787781350482315,0.5730011587485515,0.9318377911993098
1160,1081,989,33430.28020633288,0.5793140407288317,0.5730011587485515,0.9318965517241379
1161,1082,989,33438.44424463808,0.579849946409432,0.5730011587485515,0.9319552110249785
1162,1083,989,33446.60828294328,0.5803858520900321,0.5730011587485515,0.9320137693631669
1163,1084,989,33454.77232124848,0.5809217577706324,0.5730011587485515,0.9320722269991402
1164,1085,989,33462.93635955368,0.5814576634512326,0.5730011587485515,0.9321305841924399
1165,1086,989,33471.10039785888,0.5819935691318328,0.5730011587485515,0.9321888412017167
1166,1087,989,33479.26443616408,0.582529474812433,0.5730011587485515,0.9322469982847341
1167,1088,989,33487.42847446928,0.5830653804930332,0.5730011587485515,0.9323050556983719
1168,1089,990,33495.59251277448,0.5836012861736335,0.5735805330243338,0.9323630136986302
1169,1090,991,33503.75655107968,0.5841371918542336,0.5741599073001159,0.932420872540633
1170,1091,992,33511.92058938488,0.5846730975348339,0.574739281575898,0.9324786324786325
1171,1092,993,33520.08462769008,0.5852090032154341,0.5753186558516802,0.932536293766012
1172,1093,994,33528.24866599528,0.5857449088960343,0.5758980301274623,0.9325938566552902
1173,1094,995,33536.41270430048,0.5862808145766345,0.5764774044032445,0.9326513213981245
1174,1095,996,33544.57674260568,0.5868167202572347,0.5770567786790266,0.9327086882453152
1175,1096,997,33552.74078091088,0.587352625937835,0.5776361529548089,0.9327659574468085
1176,1097,998,33560.90481921608,0.5878885316184351,0.578215527230591,0.9328231292517006
1177,1098,999,33569.06885752128,0.5884244372990354,0.5787949015063731,0.9328802039082413
1178,1099,1000,33577.23289582648,0.5889603429796356,0.5793742757821553,0.932937181663837
1179,1100,1001,33585.39693413168,0.5894962486602358,0.5799536500579374,0.9329940627650551
1180,1101,1002,33593.56097243688,0.590032154340836,0.5805330243337196,0.9330508474576271
1181,1102,1003,33601.72501074208,0.5905680600214362,0.5811123986095017,0.9331075359864521
1182,1103,1004,33609.88904904728,0.5911039657020365,0.5816917728852838,0.9331641285956007
1183,1104,1005,33618.05308735248,0.5916398713826366,0.5822711471610661,0.9332206255283179
1184,1105,1006,33626.21712565768,0.5921757770632369,0.5828505214368482,0.933277027027027
1185,1106,1007,33634.38116396288,0.5927116827438371,0.5834298957126304,0.9333333333333333
1186,1107,1008,33642.54520226808,0.5932475884244373,0.5840092699884125,0.9333895446880269
1187,1108,1009,33650.70924057328,0.5937834941050375,0.5845886442641947,0.9334456613310868
1188,1109,1010,33658.87327887848,0.5943193997856377,0.5851680185399768,0.9335016835016835
1189,1110,1011,33667.037317183676,0.594855305466238,0.5857473928157589,0.9335576114381834
1190,1111,1012,33675.201355488876,0.5953912111468381,0.5863267670915412,0.9336134453781513
1191,1112,1013,33683.365393794076,0.5959271168274384,0.5869061413673233,0.9336691855583543
1192,1113,1014,33691.529432099276,0.5964630225080386,0.5874855156431055,0.9337248322147651
1193,1114,1015,33699.693470404476,0.5969989281886388,0.5880648899188876,0.9337803855825649
1194,1115,1016,33707.857508709676,0.597534833869239,0.5886442641946698,0.9338358458961474
1195,1116,1017,33716.021547014876,0.5980707395498392,0.5892236384704519,0.9338912133891213
1196,1117,1018,33724.185585320076,0.5986066452304395,0.589803012746234,0.9339464882943144
1197,1118,1019,33732.349623625276,0.5991425509110396,0.5903823870220162,0.934001670843776
1198,1119,1020,33740.513661930476,0.5996784565916399,0.5909617612977984,0.9340567612687813
1199,1120,1021,33748.677700235676,0.6002143622722401,0.5915411355735806,0.9341117597998332
1200,1121,1022,33756.841738540876,0.6007502679528403,0.5921205098493627,0.9341666666666667
1201,1122,1023,33765.005776846076,0.6012861736334405,0.5926998841251448,0.9342214820982515
1202,1123,1024,33773.169815151276,0.6018220793140407,0.593279258400927,0.9342762063227953
1203,1124,1025,33781.333853456475,0.602357984994641,0.5938586326767091,0.9343308395677473
1204,1125,1026,33789.497891761675,0.6028938906752411,0.5944380069524913,0.9343853820598007
1205,1126,1027,33797.661930066875,0.6034297963558414,0.5950173812282734,0.9344398340248963
1206,1127,1028,33805.825968372075,0.6039657020364416,0.5955967555040557,0.9344941956882256
1207,1128,1029,33813.990006677275,0.6045016077170418,0.5961761297798378,0.9345484672742337
1208,1129,1030,33822.154044982475,0.605037513397642,0.59675550405562,0.9346026490066225
1209,1130,1031,33830.318083287675,0.6055734190782422,0.5973348783314021,0.9346567411083541
1210,1131,1032,33838.482121592875,0.6061093247588425,0.5979142526071842,0.9347107438016529
1211,1132,1033,33846.646159898075,0.6066452304394426,0.5984936268829664,0.93476465730801
1212,1133,1034,33854.810198203275,0.6071811361200429,0.5990730011587485,0.9348184818481848
1213,1134,1035,33862.974236508475,0.6077170418006431,0.5996523754345308,0.9348722176422094
1214,1135,1036,33871.138274813675,0.6082529474812433,0.6002317497103129,0.9349258649093904
1215,1136,1037,33879.302313118875,0.6087888531618435,0.600811123986095,0.9349794238683128
1216,1137,1038,33887.466351424075,0.6093247588424437,0.6013904982618772,0.9350328947368421
1217,1138,1039,33895.630389729275,0.609860664523044,0.6019698725376593,0.9350862777321282
1218,1139,1040,33903.794428034475,0.6103965702036441,0.6025492468134415,0.9351395730706076
1219,1140,1041,33911.958466339674,0.6109324758842444,0.6031286210892236,0.9351927809680065
1220,1141,1042,33920.122504644874,0.6114683815648446,0.6037079953650057,0.9352459016393443
1221,1142,1043,33928.286542950074,0.6120042872454448,0.604287369640788,0.9352989352989353
1222,1143,1044,33936.450581255274,0.612540192926045,0.6048667439165701,0.9353518821603928
1223,1144,1045,33944.614619560474,0.6130760986066452,0.6054461181923523,0.9354047424366312
1224,1145,1046,33952.778657865674,0.6136120042872455,0.6060254924681344,0.9354575163398693
1225,1146,1047,33960.942696170874,0.6141479099678456,0.6066048667439166,0.9355102040816327
1226,1147,1048,33969.106734476074,0.6146838156484459,0.6071842410196987,0.935562805872757
1227,1148,1049,33977.270772781274,0.6152197213290461,0.6077636152954808,0.9356153219233904
1228,1149,1050,33985.434811086474,0.6157556270096463,0.608342989571263,0.9356677524429967
1229,1150,1051,33993.598849391674,0.6162915326902465,0.6089223638470452,0.935720097640358
1230,1151,1052,34001.762887696874,0.6168274383708467,0.6095017381228274,0.9357723577235773
1231,1152,1053,34009.926926002074,0.617363344051447,0.6100811123986095,0.9358245329000813
1232,1153,1054,34018.090964307274,0.6178992497320471,0.6106604866743917,0.9358766233766234
1233,1154,1055,34026.25500261247,0.6184351554126474,0.6112398609501738,0.9359286293592863
1234,1155,1056,34034.41904091767,0.6189710610932476,0.6118192352259559,0.9359805510534847
1235,1156,1057,34042.58307922287,0.6195069667738478,0.6123986095017381,0.9360323886639677
1236,1157,1058,34050.74711752807,0.620042872454448,0.6129779837775203,0.936084142394822
1237,1158,1059,34058.91115583327,0.6205787781350482,0.6135573580533025,0.9361358124494745
1238,1159,1060,34067.07519413847,0.6211146838156485,0.6141367323290846,0.9361873990306947
1239,1160,1061,34075.23923244367,0.6216505894962486,0.6147161066048668,0.9362389023405973
1240,1161,1062,34083.40327074887,0.6221864951768489,0.6152954808806489,0.9362903225806452
1241,1162,1063,34091.56730905407,0.6227224008574491,0.615874855156431,0.9363416599516519
1242,1163,1064,34099.73134735927,0.6232583065380493,0.6164542294322132,0.9363929146537843
1243,1164,1065,34107.89538566447,0.6237942122186495,0.6170336037079953,0.9364440868865648
1244,1165,1066,34116.05942396967,0.6243301178992497,0.6176129779837776,0.9364951768488746
1245,1166,1067,34124.22346227487,0.62486602357985,0.6181923522595597,0.9365461847389558
1246,1167,1068,34132.38750058007,0.6254019292604501,0.6187717265353418,0.9365971107544141
1247,1168,1069,34140.55153888527,0.6259378349410504,0.619351100811124,0.9366479550922213
1248,1169,1070,34148.71557719047,0.6264737406216506,0.6199304750869061,0.936698717948718
1249,1170,1071,34156.87961549567,0.6270096463022508,0.6205098493626883,0.9367493995196157
1250,1171,1072,34165.04365380087,0.627545551982851,0.6210892236384704,0.9368
1251,1172,1073,34173.20769210607,0.6280814576634512,0.6216685979142526,0.9368505195843325
1252,1173,1074,34181.37173041127,0.6286173633440515,0.6222479721900348,0.9369009584664537
1253,1174,1075,34189.53576871647,0.6291532690246516,0.6228273464658169,0.936951316839585
1254,1175,1076,34197.69980702167,0.6296891747052519,0.6234067207415991,0.9370015948963317
1255,1176,1077,34205.86384532687,0.6302250803858521,0.6239860950173812,0.9370517928286852
1256,1177,1078,34214.02788363207,0.6307609860664523,0.6245654692931634,0.9371019108280255
1257,1178,1079,34222.19192193727,0.6312968917470525,0.6251448435689455,0.9371519490851233
1258,1179,1080,34230.35596024247,0.6318327974276527,0.6257242178447276,0.9372019077901431
1259,1180,1081,34238.51999854767,0.632368703108253,0.6263035921205099,0.937251787132645
1260,1181,1082,34246.68403685287,0.6329046087888531,0.626882966396292,0.9373015873015873
1261,1182,1083,34254.84807515807,0.6334405144694534,0.6274623406720742,0.9373513084853291
1262,1183,1084,34263.01211346327,0.6339764201500536,0.6280417149478563,0.9374009508716323
1263,1184,1085,34271.17615176847,0.6345123258306538,0.6286210892236385,0.9374505146476643
1264,1185,1086,34279.34019007367,0.635048231511254,0.6292004634994206,0.9375
1265,1186,1087,34287.50422837887,0.6355841371918542,0.6297798377752027,0.9375494071146245
1266,1187,1088,34295.66826668407,0.6361200428724545,0.6303592120509849,0.9375987361769352
1267,1188,1089,34303.83230498927,0.6366559485530546,0.6309385863267671,0.9376479873717443
1268,1189,1090,34311.99634329447,0.6371918542336549,0.6315179606025493,0.9376971608832808
1269,1190,1091,34320.16038159967,0.6377277599142551,0.6320973348783314,0.9377462568951931
1270,1191,1092,34328.32441990487,0.6382636655948553,0.6326767091541136,0.9377952755905512
1271,1192,1093,34336.48845821007,0.6387995712754555,0.6332560834298957,0.937844217151849
1272,1193,1094,34344.65249651527,0.6393354769560557,0.6338354577056778,0.9378930817610063
1273,1194,1095,34352.81653482047,0.639871382636656,0.63441483198146,0.9379418695993715
1274,1195,1096,34360.98057312567,0.6404072883172561,0.6349942062572422,0.9379905808477237
1275,1196,1097,34369.14461143087,0.6409431939978564,0.6355735805330244,0.9380392156862745
1276,1197,1098,34377.30864973607,0.6414790996784566,0.6361529548088065,0.9380877742946708
1277,1198,1099,34385.47268804127,0.6420150053590568,0.6367323290845887,0.9381362568519969
1278,1199,1100,34393.63672634647,0.642550911039657,0.6373117033603708,0.9381846635367762
1279,1200,1101,34401.80076465167,0.6430868167202572,0.6378910776361529,0.9382329945269742
1280,1201,1102,34409.96480295687,0.6436227224008575,0.6384704519119351,0.93828125
1281,1202,1103,34418.12884126207,0.6441586280814576,0.6390498261877172,0.9383294301327089
1282,1203,1104,34426.29287956727,0.6446945337620579,0.6396292004634995,0.9383775351014041
1283,1204,1105,34434.45691787247,0.6452304394426581,0.6402085747392816,0.9384255650818394
1284,1205,1106,34442.62095617767,0.6457663451232583,0.6407879490150638,0.9384735202492211
1285,1206,1107,34450.78499448287,0.6463022508038585,0.6413673232908459,0.9385214007782101
1286,1207,1108,34458.94903278807,0.6468381564844587,0.641946697566628,0.9385692068429238
1287,1208,1109,34467.11307109327,0.647374062165059,0.6425260718424102,0.9386169386169386
1288,1209,1110,34475.27710939847,0.6479099678456591,0.6431054461181923,0.9386645962732919
1289,1210,1111,34483.44114770367,0.6484458735262594,0.6436848203939745,0.9387121799844841
1290,1211,1112,34491.60518600887,0.6489817792068596,0.6442641946697567,0.9387596899224806
1291,1212,1113,34499.76922431407,0.6495176848874598,0.6448435689455388,0.9388071262587142
1292,1213,1114,34507.93326261927,0.65005359056806,0.645422943221321,0.9388544891640866
1293,1214,1115,34516.09730092447,0.6505894962486602,0.6460023174971031,0.9389017788089714
1294,1215,1116,34524.26133922967,0.6511254019292605,0.6465816917728853,0.9389489953632149
1295,1216,1117,34532.42537753487,0.6516613076098606,0.6471610660486674,0.938996138996139
1296,1217,1118,34540.58941584007,0.6521972132904609,0.6477404403244496,0.9390432098765432
1297,1218,1119,34548.75345414527,0.6527331189710611,0.6483198146002318,0.9390902081727063
1298,1219,1120,34556.91749245047,0.6532690246516613,0.6488991888760139,0.9391371340523883
1299,1220,1121,34565.08153075567,0.6538049303322615,0.6494785631517961,0.939183987682833
1300,1221,1122,34573.24556906087,0.6543408360128617,0.6500579374275782,0.9392307692307692
1301,1222,1123,34581.40960736607,0.654876741693462,0.6506373117033604,0.9392774788624135
1302,1223,1124,34589.57364567127,0.6554126473740621,0.6512166859791425,0.9393241167434716
1303,1224,1125,34597.73768397647,0.6559485530546624,0.6517960602549246,0.9393706830391404
1304,1225,1126,34605.90172228167,0.6564844587352626,0.6523754345307068,0.9394171779141104
1305,1226,1127,34614.06576058687,0.6570203644158628,0.652954808806489,0.939463601532567
1306,1227,1128,34622.22979889207,0.657556270096463,0.6535341830822712,0.9395099540581929
1307,1228,1129,34630.39383719727,0.6580921757770632,0.6541135573580533,0.9395562356541699
1308,1229,1130,34638.55787550247,0.6586280814576635,0.6546929316338355,0.9396024464831805
1309,1230,1131,34646.72191380767,0.6591639871382636,0.6552723059096176,0.9396485867074102
1310,1231,1132,34654.88595211287,0.6596998928188639,0.6558516801853997,0.9396946564885497
1311,1232,1133,34663.04999041807,0.6602357984994641,0.6564310544611819,0.9397406559877955
1312,1233,1134,34671.21402872327,0.6607717041800643,0.657010428736964,0.9397865853658537
1313,1234,1135,34679.37806702847,0.6613076098606645,0.6575898030127463,0.9398324447829398
1314,1235,1136,34687.54210533367,0.6618435155412647,0.6581691772885284,0.9398782343987824
1315,1236,1137,34695.70614363887,0.662379421221865,0.6587485515643106,0.9399239543726235
1316,1237,1138,34703.87018194407,0.6629153269024651,0.6593279258400927,0.9399696048632219
1317,1238,1139,34712.03422024927,0.6634512325830654,0.6599073001158748,0.9400151860288535
1318,1239,1140,34720.19825855447,0.6639871382636656,0.660486674391657,0.9400606980273141
1319,1240,1141,34728.36229685967,0.6645230439442658,0.6610660486674391,0.9401061410159212
1320,1241,1142,34736.52633516487,0.665058949624866,0.6616454229432214,0.9401515151515152
1321,1242,1143,34744.69037347007,0.6655948553054662,0.6622247972190035,0.9401968205904617
1322,1243,1144,34752.85441177527,0.6661307609860665,0.6628041714947857,0.9402420574886535
1323,1244,1145,34761.01845008047,0.6666666666666666,0.6633835457705678,0.9402872260015117
1324,1245,1146,34769.18248838567,0.6672025723472669,0.6639629200463499,0.9403323262839879
1325,1246,1147,34777.34652669087,0.6677384780278671,0.6645422943221321,0.940377358490566
1326,1247,1148,34785.51056499607,0.6682743837084673,0.6651216685979142,0.9404223227752639
1327,1248,1149,34793.67460330127,0.6688102893890675,0.6657010428736964,0.9404672192916352
1328,1249,1149,34813.998255756145,0.6693461950696677,0.6657010428736964,0.9405120481927711
1329,1250,1149,34834.32190821102,0.669882100750268,0.6657010428736964,0.9405568096313017
1330,1250,1149,34834.32190821102,0.669882100750268,0.6657010428736964,0.9398496240601504
1331,1251,1149,34854.6455606659,0.6704180064308681,0.6657010428736964,0.9398948159278738
1332,1252,1149,34874.96921312078,0.6709539121114684,0.6657010428736964,0.93993993993994
1333,1253,1149,34895.292865575655,0.6714898177920686,0.6657010428736964,0.9399849962490623
1334,1254,1149,34915.61651803053,0.6720257234726688,0.6657010428736964,0.9400299850074962
1335,1255,1149,34935.94017048541,0.672561629153269,0.6657010428736964,0.9400749063670412
1336,1256,1149,34956.26382294029,0.6730975348338692,0.6657010428736964,0.9401197604790419
1337,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9401645474943904
1338,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9394618834080718
1339,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9387602688573562
1340,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9380597014925374
1341,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9373601789709173
1342,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.936661698956781
1343,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.93596425912137
1344,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9352678571428571
1345,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9345724907063196
1346,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9338781575037147
1347,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.933184855233853
1348,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9324925816023739
1349,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9318013343217197
1350,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9311111111111111
1351,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.930421909696521
1352,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9297337278106509
1353,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9290465631929047
1354,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9283604135893648
1355,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9276752767527675
1356,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9269911504424779
1357,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9263080324244657
1358,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9256259204712813
1359,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9249448123620309
1360,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.924264705882353
1361,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9235855988243938
1362,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9229074889867841
1363,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9222303741746148
1364,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9215542521994134
1365,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9208791208791208
1366,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9202049780380673
1367,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9195318215069496
1368,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.918859649122807
1369,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9181884587289992
1370,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9175182481751825
1371,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9168490153172867
1372,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9161807580174927
1373,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9155134741442098
1374,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9148471615720524
1375,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9141818181818182
1376,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9135174418604651
1377,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9128540305010894
1378,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9121915820029027
1379,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.911530094271211
1380,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9108695652173913
1381,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9102099927588704
1382,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9095513748191028
1383,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9088937093275488
1384,1257,1149,34976.587475395165,0.6736334405144695,0.6657010428736964,0.9082369942196532
