setting,step,smoothed_episode_return
"lr=1e-5, ent=0p1",86.0,-100.06147355888174
"lr=1e-5, ent=0p1",87.0,-100.49493511070003
"lr=1e-5, ent=0p1",89.0,-102.10083791167895
"lr=1e-5, ent=0p1",90.0,-102.38371524932899
"lr=1e-5, ent=0p1",91.0,-101.9269721994632
"lr=1e-5, ent=0p1",93.0,-103.57173477814135
"lr=1e-5, ent=0p1",94.0,-102.87738782251309
"lr=1e-5, ent=0p1",95.0,-102.99760580663593
"lr=1e-5, ent=0p1",96.0,-82.41808464530875
"lr=1e-5, ent=0p1",97.0,-86.79369028330999
"lr=1e-5, ent=0p1",99.0,-91.93127600712612
"lr=1e-5, ent=0p1",100.0,-94.26339033623034
"lr=1e-5, ent=0p1",101.0,-96.43992290569027
"lr=1e-5, ent=0p1",102.0,-98.45292847046218
"lr=1e-5, ent=0p1",103.0,-99.44823765470043
"lr=1e-5, ent=0p1",104.0,-79.57859012376035
"lr=1e-5, ent=0p1",105.0,-84.07889863287318
"lr=1e-5, ent=0p1",106.0,-87.67914544016344
"lr=1e-5, ent=0p1",107.0,-90.16331635213075
"lr=1e-5, ent=0p1",108.0,-72.1506530817046
"lr=1e-5, ent=0p1",109.0,-78.6286739141024
"lr=1e-5, ent=0p1",111.0,-84.42626003962386
"lr=1e-5, ent=0p1",113.0,-87.98472178142616
"lr=1e-5, ent=0p1",114.0,-90.40777742514092
"lr=1e-5, ent=0p1",115.0,-94.39542893259193
"lr=1e-5, ent=0p1",116.0,-96.12743247510338
"lr=1e-5, ent=0p1",117.0,-96.9219459800827
"lr=1e-5, ent=0p1",118.0,-97.76958676148098
"lr=1e-5, ent=0p1",119.0,-98.23566940918478
"lr=1e-5, ent=0p1",120.0,-98.60853552734783
"lr=1e-5, ent=0p1",122.0,-100.15197310620053
"lr=1e-5, ent=0p1",124.0,-101.82811582085725
"lr=1e-5, ent=0p1",125.0,-101.4824926566858
"lr=1e-5, ent=0p1",126.0,-101.90083057981454
"lr=1e-5, ent=0p1",127.0,-101.73966778886827
"lr=1e-5, ent=0p1",128.0,-103.07280205439294
