block_path,block_type,mask_type
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Rate Feedback/Integrator
(Discrete or Continuous)/Discrete/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Rate Feedback/Integrator
(Discrete or Continuous)/Discrete/Reset",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Rate Feedback/Integrator
(Discrete or Continuous)/Discrete/x0",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Rate Feedback/Integrator
(Discrete or Continuous)/Discrete/Integrator",DiscreteIntegrator,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Rate Feedback/Integrator
(Discrete or Continuous)/Discrete/Saturation",Saturate,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Rate Feedback/Integrator
(Discrete or Continuous)/Discrete/y",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Rate Feedback/Integrator
(Discrete or Continuous)/y",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Rate Feedback/Sum1",Sum,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Rate Feedback/[A,B]",Saturate,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Rate Feedback/y",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Sqrt",Sqrt,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Sum",Sum,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Sum1",Sum,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Sum3",Sum,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Sum5",Sum,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Summation Point
Logic",SubSystem,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Summation Point
Logic/V_OEL",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Summation Point
Logic/V_UEL",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Summation Point
Logic/V_SCLsum",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Summation Point
Logic/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Summation Point
Logic/Constant",Constant,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Summation Point
Logic/Constant1",Constant,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Summation Point
Logic/Constant2",Constant,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Summation Point
Logic/Sum",Sum,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Summation Point
Logic/Switch2",Switch,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Summation Point
Logic/Switch3",Switch,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Summation Point
Logic/Switch4",Switch,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Summation Point
Logic/notIsUelSummationPoint1",Constant,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Summation Point
Logic/notIsUelSummationPoint3",Constant,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Summation Point
Logic/notIsUelSummationPoint4",Constant,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Summation Point
Logic/y",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Take-over
Logic",SubSystem,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Take-over
Logic/V_OEL",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Take-over
Logic/V_UEL",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Take-over
Logic/V_SCLoel",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Take-over
Logic/V_SCLuel",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Take-over
Logic/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Take-over
Logic/HV
Gate",MinMax,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Take-over
Logic/LV
Gate",MinMax,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Take-over
Logic/Switch2",Switch,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Take-over
Logic/Switch3",Switch,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Take-over
Logic/Switch4",Switch,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Take-over
Logic/Switch5",Switch,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Take-over
Logic/notIsUelSummationPoint1",Constant,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Take-over
Logic/notIsUelSummationPoint2",Constant,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Take-over
Logic/notIsUelSummationPoint3",Constant,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Take-over
Logic/notIsUelSummationPoint4",Constant,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Take-over
Logic/y",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/V_OEL1",InportShadow,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/V_UEL1",InportShadow,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax",SubSystem,Low-Pass Filter (Discrete or Continuous)
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/1//T",Product,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Enable//disable
time constant",SubSystem,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Enable//disable
time constant/x",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Enable//disable
time constant/Avoid Divide
by Zero",Fcn,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Enable//disable
time constant/Compare
To Constant",SubSystem,Compare To Constant
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Enable//disable
time constant/Compare
To Constant/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Enable//disable
time constant/Compare
To Constant/Compare",RelationalOperator,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Enable//disable
time constant/Compare
To Constant/Constant",Constant,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Enable//disable
time constant/Compare
To Constant/y",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Enable//disable
time constant/Compare
To Zero",SubSystem,Compare To Zero
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Enable//disable
time constant/Compare
To Zero/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Enable//disable
time constant/Compare
To Zero/Compare",RelationalOperator,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Enable//disable
time constant/Compare
To Zero/Constant",Constant,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Enable//disable
time constant/Compare
To Zero/y",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Enable//disable
time constant/Constant",Constant,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Enable//disable
time constant/Logical
Operator",Logic,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Enable//disable
time constant/Max",MinMax,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Enable//disable
time constant/Probe",Probe,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Enable//disable
time constant/Selector",Selector,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Enable//disable
time constant/Sum1",Sum,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Enable//disable
time constant/Time
constant",Constant,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Enable//disable
time constant/max(T,Ts)",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Enable//disable
time constant/reset",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Initialization",SubSystem,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Initialization/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Initialization/Init_u",SubSystem,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Initialization/Init_u/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Initialization/Init_u/x0",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Initialization/x0",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Integrator
(Discrete or Continuous)",SubSystem,Integrator (Discrete or Continuous)
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Integrator
(Discrete or Continuous)/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Integrator
(Discrete or Continuous)/Reset",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Integrator
(Discrete or Continuous)/x0",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Integrator
(Discrete or Continuous)/Discrete",SubSystem,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Integrator
(Discrete or Continuous)/Discrete/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Integrator
(Discrete or Continuous)/Discrete/Reset",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Integrator
(Discrete or Continuous)/Discrete/x0",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Integrator
(Discrete or Continuous)/Discrete/Integrator",DiscreteIntegrator,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Integrator
(Discrete or Continuous)/Discrete/Saturation",Saturate,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Integrator
(Discrete or Continuous)/Discrete/y",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Integrator
(Discrete or Continuous)/y",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/K",Gain,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/Sum1",Sum,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Vaminmax/y",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer",SubSystem,Low-Pass Filter (Discrete or Continuous)
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/1//T",Product,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Enable//disable
time constant",SubSystem,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Enable//disable
time constant/x",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Enable//disable
time constant/Avoid Divide
by Zero",Fcn,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Enable//disable
time constant/Compare
To Constant",SubSystem,Compare To Constant
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Enable//disable
time constant/Compare
To Constant/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Enable//disable
time constant/Compare
To Constant/Compare",RelationalOperator,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Enable//disable
time constant/Compare
To Constant/Constant",Constant,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Enable//disable
time constant/Compare
To Constant/y",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Enable//disable
time constant/Compare
To Zero",SubSystem,Compare To Zero
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Enable//disable
time constant/Compare
To Zero/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Enable//disable
time constant/Compare
To Zero/Compare",RelationalOperator,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Enable//disable
time constant/Compare
To Zero/Constant",Constant,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Enable//disable
time constant/Compare
To Zero/y",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Enable//disable
time constant/Constant",Constant,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Enable//disable
time constant/Logical
Operator",Logic,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Enable//disable
time constant/Max",MinMax,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Enable//disable
time constant/Probe",Probe,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Enable//disable
time constant/Selector",Selector,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Enable//disable
time constant/Sum1",Sum,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Enable//disable
time constant/Time
constant",Constant,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Enable//disable
time constant/max(T,Ts)",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Enable//disable
time constant/reset",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Initialization",SubSystem,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Initialization/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Initialization/Init_u",SubSystem,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Initialization/Init_u/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Initialization/Init_u/x0",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Initialization/x0",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Integrator
(Discrete or Continuous)",SubSystem,Integrator (Discrete or Continuous)
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Integrator
(Discrete or Continuous)/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Integrator
(Discrete or Continuous)/Reset",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Integrator
(Discrete or Continuous)/x0",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Integrator
(Discrete or Continuous)/Discrete",SubSystem,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Integrator
(Discrete or Continuous)/Discrete/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Integrator
(Discrete or Continuous)/Discrete/Reset",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Integrator
(Discrete or Continuous)/Discrete/x0",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Integrator
(Discrete or Continuous)/Discrete/Integrator",DiscreteIntegrator,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Integrator
(Discrete or Continuous)/Discrete/Saturation",Saturate,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Integrator
(Discrete or Continuous)/Discrete/y",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Integrator
(Discrete or Continuous)/y",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/K",Gain,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/Sum1",Sum,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Voltage Transducer/y",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM AC1C/Efd_pu",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A",SubSystem,SM PSS1A
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/V_SI",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Gain",Gain,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag",SubSystem,Lead-Lag (Discrete or Continuous)
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/1//T1",Product,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains",SubSystem,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/x",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Avoid Divide
by Zero",Fcn,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Avoid Divide
by Zero1",Fcn,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Avoid Divide
by Zero2",Fcn,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Bias",Bias,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Compare
To Zero",SubSystem,Compare To Zero
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Compare
To Zero/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Compare
To Zero/Compare",RelationalOperator,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Compare
To Zero/Constant",Constant,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Compare
To Zero/y",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Compare
To Zero1",SubSystem,Compare To Zero
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Compare
To Zero1/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Compare
To Zero1/Compare",RelationalOperator,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Compare
To Zero1/Constant",Constant,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Compare
To Zero1/y",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Constant",Constant,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Constant1",Constant,
