path,first_line,second_line,critical,relay_cascade,total_load_shed_mw,critical_mechanism,p_shed_first,p_shed_second,path_prob_score,second_only_score,path_prob_rank,second_only_rank,rank_gap,relay_trip_labels,final_outage_labels,full_cascade_path
L086->L147,L086,L147,True,True,43.59265123807146,relay_cascade,0.001434404,0.9459052085876465,0.0013568102148189545,0.9459052085876465,11895,1247,10648,"L018,L060,L102,L115,L128,L134,L140,L155,L156,L158,L178,L182","L018,L060,L086,L102,L115,L128,L134,L140,L147,L155,L156,L158,L178,L182",L086->L147->L018->L060->L102->L115->L128->L134->L140->L155->L156->L158->L178->L182
L085->L180,L085,L180,True,True,7.272188818003705,relay_cascade,0.001427943,0.9434598088264465,0.0013472068297950626,0.9434598088264465,11918,1273,10645,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L085,L102,L115,L128,L134,L140,L155,L158,L178,L180,L182",L085->L180->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L086->L180,L086,L180,True,True,7.272188818003705,relay_cascade,0.001434404,0.9434648156166077,0.0013533097053797245,0.9434648156166077,11904,1272,10632,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L086,L102,L115,L128,L134,L140,L155,L158,L178,L180,L182",L086->L180->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L122->L061,L122,L061,True,True,33.88157185629734,relay_cascade,0.001769534,0.3983909487724304,0.0007049663291450738,0.3983909487724304,14625,4033,10592,"L018,L060,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L061,L115,L122,L128,L134,L140,L155,L158,L178,L182",L122->L061->L018->L060->L115->L128->L134->L140->L155->L158->L178->L182
L122->L016,L122,L016,True,True,31.514792047850804,relay_cascade,0.001769534,0.9996432065963745,0.0017689026419413089,0.9996432065963745,10925,412,10513,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L016,L018,L046,L060,L102,L115,L122,L128,L134,L140,L155,L158,L178,L182",L122->L016->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L153->L147,L153,L147,True,True,43.59265123807146,relay_cascade,0.0015243894,0.649993896484375,0.0009908438058654784,0.649993896484375,13196,2791,10405,"L018,L060,L102,L115,L134,L140,L156,L158,L178,L182","L018,L060,L102,L115,L128,L134,L140,L147,L153,L155,L156,L158,L178,L182",L153->L147->L018->L060->L102->L115->L134->L140->L156->L158->L178->L182
L122->L184,L122,L184,True,True,21.648461416338748,relay_cascade,0.001769534,0.508159339427948,0.0008992052285352945,0.508159339427948,13581,3220,10361,"L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L046,L060,L102,L115,L122,L128,L134,L140,L155,L158,L178,L182,L184",L122->L184->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L153->L180,L153,L180,True,True,7.272188818003705,relay_cascade,0.0015243894,0.861674427986145,0.0013135273642731428,0.861674427986145,12020,1704,10316,"L018,L046,L060,L102,L115,L134,L140,L156,L158,L178,L182","L018,L046,L060,L102,L115,L128,L134,L140,L153,L155,L156,L158,L178,L180,L182",L153->L180->L018->L046->L060->L102->L115->L134->L140->L156->L158->L178->L182
L122->L147,L122,L147,True,True,43.59265123807146,relay_cascade,0.001769534,0.9853366017341614,0.0017435866182130574,0.9853366017341614,10981,756,10225,"L018,L060,L102,L115,L128,L134,L140,L155,L156,L158,L178,L182","L018,L060,L102,L115,L122,L128,L134,L140,L147,L155,L156,L158,L178,L182",L122->L147->L018->L060->L102->L115->L128->L134->L140->L155->L156->L158->L178->L182
L122->L047,L122,L047,True,True,31.300605334860517,relay_cascade,0.001769534,0.9773017764091492,0.0017293687216163873,0.9773017764091492,11004,872,10132,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L047,L060,L102,L115,L122,L128,L134,L140,L155,L158,L178,L182",L122->L047->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L152->L183,L152,L183,True,True,81.35922639729833,relay_cascade,0.002143442,0.9999808073043823,0.00214340086157012,0.9999808073043823,10178,64,10114,"L018,L060,L102,L115,L134,L140,L178,L182","L018,L060,L102,L115,L128,L134,L140,L152,L155,L178,L182,L183",L152->L183->L018->L060->L102->L115->L134->L140->L178->L182
L122->L121,L122,L121,True,True,74.95325517572547,relay_cascade,0.001769534,0.9660577774047852,0.001709472083082199,0.9660577774047852,11063,1002,10061,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L102,L115,L121,L122,L128,L134,L140,L155,L158,L178,L182",L122->L121->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L152->L181,L152,L181,True,True,20.772296104867053,relay_cascade,0.002143442,0.9999169111251831,0.002143263903815985,0.9999169111251831,10179,197,9982,"L018,L046,L060,L102,L115,L134,L140,L178,L182","L018,L046,L060,L102,L115,L128,L134,L140,L152,L155,L178,L181,L182",L152->L181->L018->L046->L060->L102->L115->L134->L140->L178->L182
L124->L183,L124,L183,True,True,81.35922639729833,relay_cascade,0.002207962,0.9999432563781738,0.0022078367122392653,0.9999432563781738,10062,93,9969,"L018,L060,L102,L115,L134,L140,L155,L178,L182","L018,L060,L102,L115,L124,L128,L134,L140,L155,L178,L182,L183",L124->L183->L018->L060->L102->L115->L134->L140->L155->L178->L182
L122->L180,L122,L180,True,True,7.272188818003705,relay_cascade,0.001769534,0.9352520704269409,0.0016549603371908664,0.9352520704269409,11192,1331,9861,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L102,L115,L122,L128,L134,L140,L155,L158,L178,L180,L182",L122->L180->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L124->L181,L124,L181,True,True,20.772296104867053,relay_cascade,0.002207962,0.999910831451416,0.002207765119233131,0.999910831451416,10063,217,9846,"L018,L046,L060,L102,L115,L134,L140,L155,L158,L178,L182","L018,L046,L060,L102,L115,L124,L128,L134,L140,L155,L158,L178,L181,L182",L124->L181->L018->L046->L060->L102->L115->L134->L140->L155->L158->L178->L182
L152->L016,L152,L016,True,True,31.514792047850804,relay_cascade,0.002143442,0.9997422099113464,0.0021428894418967963,0.9997422099113464,10180,337,9843,"L018,L046,L060,L102,L115,L134,L140,L178,L182","L016,L018,L046,L060,L102,L115,L128,L134,L140,L152,L155,L178,L182",L152->L016->L018->L046->L060->L102->L115->L134->L140->L178->L182
L122->L125,L122,L125,True,True,36.807383218251246,relay_cascade,0.001769534,0.9115316867828369,0.0016129863118395805,0.9115316867828369,11288,1480,9808,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L102,L115,L122,L125,L128,L134,L140,L155,L158,L178,L182",L122->L125->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L148->L181,L148,L181,True,True,20.772296104867053,relay_cascade,0.0023030667,0.9999357461929321,0.002302918719196594,0.9999357461929321,9902,110,9792,"L018,L046,L060,L102,L115,L134,L140,L158,L178,L182","L018,L046,L060,L102,L115,L128,L134,L140,L148,L155,L158,L178,L181,L182",L148->L181->L018->L046->L060->L102->L115->L134->L140->L158->L178->L182
L152->L061,L152,L061,True,True,33.88157185629734,relay_cascade,0.002143442,0.4022868573665619,0.0008622785461274982,0.4022868573665619,13761,3991,9770,"L018,L060,L115,L134,L140,L178,L182","L018,L060,L061,L115,L128,L134,L140,L152,L155,L178,L182",L152->L061->L018->L060->L115->L134->L140->L178->L182
L124->L016,L124,L016,True,True,31.514792047850804,relay_cascade,0.002207962,0.9996523857116699,0.00220719448086071,0.9996523857116699,10065,395,9670,"L018,L046,L060,L102,L115,L134,L140,L155,L158,L178,L182","L016,L018,L046,L060,L102,L115,L124,L128,L134,L140,L155,L158,L178,L182",L124->L016->L018->L046->L060->L102->L115->L134->L140->L155->L158->L178->L182
L124->L061,L124,L061,True,True,33.88157185629734,relay_cascade,0.002207962,0.40074631571769714,0.000884832636744678,0.40074631571769714,13644,3999,9645,"L018,L060,L115,L134,L140,L155,L158,L178,L182","L018,L060,L061,L115,L124,L128,L134,L140,L155,L158,L178,L182",L124->L061->L018->L060->L115->L134->L140->L155->L158->L178->L182
L122->L051,L122,L051,True,True,36.76716258821504,relay_cascade,0.001769534,0.7943536639213562,0.001405635816333413,0.7943536639213562,11771,2138,9633,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L044,L045,L046,L051,L056,L057,L058,L060,L102,L115,L122,L128,L134,L140,L155,L158,L178,L182",L122->L051->L018->L044->L045->L046->L056->L057->L058->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L152->L051,L152,L051,True,True,36.76716258821504,relay_cascade,0.002143442,0.5164560079574585,0.001106993498608351,0.5164560079574585,12732,3177,9555,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L115,L134,L140,L178,L182","L018,L044,L045,L046,L051,L056,L057,L058,L060,L102,L115,L128,L134,L140,L152,L155,L178,L182",L152->L051->L018->L044->L045->L046->L056->L057->L058->L060->L102->L115->L134->L140->L178->L182
L148->L061,L148,L061,True,True,33.88157185629734,relay_cascade,0.0023030667,0.37874630093574524,0.0008722779934332937,0.37874630093574524,13707,4153,9554,"L018,L060,L115,L134,L140,L158,L178,L182","L018,L060,L061,L115,L128,L134,L140,L148,L155,L158,L178,L182",L148->L061->L018->L060->L115->L134->L140->L158->L178->L182
L152->L184,L152,L184,True,True,21.648461416338748,relay_cascade,0.002143442,0.5235089063644409,0.00112211097727561,0.5235089063644409,12687,3139,9548,"L046,L060,L102,L115,L134,L140,L178,L182","L046,L060,L102,L115,L128,L134,L140,L152,L155,L178,L182,L184",L152->L184->L046->L060->L102->L115->L134->L140->L178->L182
L124->L184,L124,L184,True,True,21.648461416338748,relay_cascade,0.002207962,0.5097401142120361,0.0011254868020558358,0.5097401142120361,12674,3206,9468,"L046,L060,L102,L115,L134,L140,L155,L158,L178,L182","L046,L060,L102,L115,L124,L128,L134,L140,L155,L158,L178,L182,L184",L124->L184->L046->L060->L102->L115->L134->L140->L155->L158->L178->L182
L148->L016,L148,L016,True,True,31.514792047850804,relay_cascade,0.0023030667,0.999584972858429,0.0023021108648106515,0.999584972858429,9904,437,9467,"L018,L046,L060,L102,L115,L134,L140,L158,L178,L182","L016,L018,L046,L060,L102,L115,L128,L134,L140,L148,L155,L158,L178,L182",L148->L016->L018->L046->L060->L102->L115->L134->L140->L158->L178->L182
L119->L181,L119,L181,True,True,20.772296104867053,relay_cascade,0.0024959072,0.9999197721481323,0.002495706958726883,0.9999197721481323,9617,178,9439,"L018,L046,L060,L102,L115,L134,L140,L155,L158,L178,L182","L018,L046,L060,L102,L115,L119,L128,L134,L140,L155,L158,L178,L181,L182",L119->L181->L018->L046->L060->L102->L115->L134->L140->L155->L158->L178->L182
L148->L183,L148,L183,True,True,81.35922639729833,relay_cascade,0.0023030667,0.9993466734886169,0.002301562045467407,0.9993466734886169,9905,475,9430,"L018,L060,L102,L115,L134,L140,L178,L182","L018,L060,L102,L115,L128,L134,L140,L148,L155,L178,L182,L183",L148->L183->L018->L060->L102->L115->L134->L140->L178->L182
L154->L181,L154,L181,True,True,20.772296104867053,relay_cascade,0.0025999483,0.9999374151229858,0.0025997855825554013,0.9999374151229858,9465,105,9360,"L018,L046,L060,L102,L115,L134,L140,L158,L178,L182","L018,L046,L060,L102,L115,L128,L134,L140,L154,L155,L158,L178,L181,L182",L154->L181->L018->L046->L060->L102->L115->L134->L140->L158->L178->L182
L119->L183,L119,L183,True,True,81.35922639729833,relay_cascade,0.0024959072,0.9998013377189636,0.0024954113573823927,0.9998013377189636,9619,308,9311,"L018,L060,L102,L115,L134,L140,L155,L178,L182","L018,L060,L102,L115,L119,L128,L134,L140,L155,L178,L182,L183",L119->L183->L018->L060->L102->L115->L134->L140->L155->L178->L182
L148->L147,L148,L147,True,True,43.59265123807146,relay_cascade,0.0023030667,0.9909222722053528,0.0022821600874044835,0.9909222722053528,9939,670,9269,"L018,L060,L102,L115,L134,L140,L156,L158,L178,L182","L018,L060,L102,L115,L128,L134,L140,L147,L148,L155,L156,L158,L178,L182",L148->L147->L018->L060->L102->L115->L134->L140->L156->L158->L178->L182
L152->L047,L152,L047,True,True,31.300605334860517,relay_cascade,0.002143442,0.9525943994522095,0.002041830844750643,0.9525943994522095,10372,1123,9249,"L018,L046,L060,L102,L115,L134,L140,L178,L182","L018,L046,L047,L060,L102,L115,L128,L134,L140,L152,L155,L178,L182",L152->L047->L018->L046->L060->L102->L115->L134->L140->L178->L182
L078->L181,L078,L181,True,True,20.772296104867053,relay_cascade,0.0026894393,0.9999203681945801,0.002689225135092974,0.9999203681945801,9339,175,9164,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L078,L102,L115,L128,L134,L140,L155,L158,L178,L181,L182",L078->L181->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L119->L016,L119,L016,True,True,31.514792047850804,relay_cascade,0.0024959072,0.9976928234100342,0.0024901487013374328,0.9976928234100342,9627,507,9120,"L018,L046,L060,L102,L115,L134,L140,L155,L158,L178,L182","L016,L018,L046,L060,L102,L115,L119,L128,L134,L140,L155,L158,L178,L182",L119->L016->L018->L046->L060->L102->L115->L134->L140->L155->L158->L178->L182
L119->L061,L119,L061,True,True,33.88157185629734,relay_cascade,0.0024959072,0.4189600348472595,0.0010456853674875258,0.4189600348472595,12975,3900,9075,"L018,L060,L115,L134,L140,L155,L158,L178,L182","L018,L060,L061,L115,L119,L128,L134,L140,L155,L158,L178,L182",L119->L061->L018->L060->L115->L134->L140->L155->L158->L178->L182
L119->L184,L119,L184,True,True,21.648461416338748,relay_cascade,0.0024959072,0.4852200150489807,0.0012110641291448593,0.4852200150489807,12368,3295,9073,"L046,L060,L102,L115,L134,L140,L155,L158,L178,L182","L046,L060,L102,L115,L119,L128,L134,L140,L155,L158,L178,L182,L184",L119->L184->L046->L060->L102->L115->L134->L140->L155->L158->L178->L182
L154->L183,L154,L183,True,True,81.35922639729833,relay_cascade,0.0025999483,0.9996122717857361,0.0025989402266884624,0.9996122717857361,9468,425,9043,"L018,L060,L102,L115,L134,L140,L158,L178,L182","L018,L060,L102,L115,L128,L134,L140,L154,L155,L158,L178,L182,L183",L154->L183->L018->L060->L102->L115->L134->L140->L158->L178->L182
L152->L180,L152,L180,True,True,7.272188818003705,relay_cascade,0.002143442,0.9114639163017273,0.001953670039685607,0.9114639163017273,10522,1481,9041,"L018,L046,L060,L102,L115,L134,L140,L178,L182","L018,L046,L060,L102,L115,L128,L134,L140,L152,L155,L178,L180,L182",L152->L180->L018->L046->L060->L102->L115->L134->L140->L178->L182
L154->L016,L154,L016,True,True,31.514792047850804,relay_cascade,0.0025999483,0.9995816349983215,0.0025988605726251068,0.9995816349983215,9469,439,9030,"L018,L046,L060,L102,L115,L134,L140,L158,L178,L182","L016,L018,L046,L060,L102,L115,L128,L134,L140,L154,L155,L158,L178,L182",L154->L016->L018->L046->L060->L102->L115->L134->L140->L158->L178->L182
L152->L147,L152,L147,True,True,43.59265123807146,relay_cascade,0.002143442,0.8690651655197144,0.0018627907765119077,0.8690651655197144,10709,1685,9024,"L018,L060,L102,L115,L134,L140,L156,L178,L182","L018,L060,L102,L115,L128,L134,L140,L147,L152,L155,L156,L178,L182",L152->L147->L018->L060->L102->L115->L134->L140->L156->L178->L182
L078->L183,L078,L183,True,True,81.35922639729833,relay_cascade,0.0026894393,0.9997604489326477,0.002688795041945106,0.9997604489326477,9340,321,9019,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L078,L102,L115,L128,L134,L140,L155,L158,L178,L182,L183",L078->L183->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L124->L147,L124,L147,True,True,43.59265123807146,relay_cascade,0.002207962,0.9433696269989014,0.0020829242883677484,0.9433696269989014,10279,1275,9004,"L018,L060,L102,L115,L134,L140,L155,L156,L158,L178,L182","L018,L060,L102,L115,L124,L128,L134,L140,L147,L155,L156,L158,L178,L182",L124->L147->L018->L060->L102->L115->L134->L140->L155->L156->L158->L178->L182
L154->L061,L154,L061,True,True,33.88157185629734,relay_cascade,0.0025999483,0.39891698956489563,0.0010371635488603682,0.39891698956489563,13008,4021,8987,"L018,L060,L115,L134,L140,L158,L178,L182","L018,L060,L061,L115,L128,L134,L140,L154,L155,L158,L178,L182",L154->L061->L018->L060->L115->L134->L140->L158->L178->L182
L154->L147,L154,L147,True,True,43.59265123807146,relay_cascade,0.0025999483,0.9978664517402649,0.002594401184829134,0.9978664517402649,9475,500,8975,"L018,L060,L102,L115,L134,L140,L156,L158,L178,L182","L018,L060,L102,L115,L128,L134,L140,L147,L154,L155,L156,L158,L178,L182",L154->L147->L018->L060->L102->L115->L134->L140->L156->L158->L178->L182
L124->L180,L124,L180,True,True,7.272188818003705,relay_cascade,0.002207962,0.9210411310195923,0.002033623817728281,0.9210411310195923,10386,1420,8966,"L018,L060,L102,L115,L134,L140,L155,L158,L178,L182","L018,L060,L102,L115,L124,L128,L134,L140,L155,L158,L178,L180,L182",L124->L180->L018->L060->L102->L115->L134->L140->L155->L158->L178->L182
L148->L180,L148,L180,True,True,7.272188818003705,relay_cascade,0.0023030667,0.9532620906829834,0.0021954261774243594,0.9532620906829834,10082,1121,8961,"L018,L046,L060,L102,L115,L134,L140,L158,L178,L182","L018,L046,L060,L102,L115,L128,L134,L140,L148,L155,L158,L178,L180,L182",L148->L180->L018->L046->L060->L102->L115->L134->L140->L158->L178->L182
L078->L016,L078,L016,True,True,31.514792047850804,relay_cascade,0.0026894393,0.9975571632385254,0.0026828694388102057,0.9975571632385254,9349,513,8836,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L016,L018,L046,L060,L078,L102,L115,L128,L134,L140,L155,L158,L178,L182",L078->L016->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L124->L051,L124,L051,True,True,36.76716258821504,relay_cascade,0.002207962,0.8156407475471497,0.0018009037762356996,0.8156407475471497,10838,2009,8829,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L115,L134,L140,L155,L178,L182","L018,L044,L045,L046,L051,L056,L057,L058,L060,L102,L115,L124,L128,L134,L140,L155,L178,L182",L124->L051->L018->L044->L045->L046->L056->L057->L058->L060->L102->L115->L134->L140->L155->L178->L182
L124->L047,L124,L047,True,True,31.300605334860517,relay_cascade,0.002207962,0.7739267349243164,0.0017088008214969635,0.7739267349243164,11066,2254,8812,"L018,L046,L060,L102,L115,L134,L140,L155,L158,L178,L182","L018,L046,L047,L060,L102,L115,L124,L128,L134,L140,L155,L158,L178,L182",L124->L047->L018->L046->L060->L102->L115->L134->L140->L155->L158->L178->L182
L078->L061,L078,L061,True,True,33.88157185629734,relay_cascade,0.0026894393,0.4599466025829315,0.0012369984688880176,0.4599466025829315,12270,3481,8789,"L018,L060,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L061,L078,L115,L128,L134,L140,L155,L158,L178,L182",L078->L061->L018->L060->L115->L128->L134->L140->L155->L158->L178->L182
L148->L051,L148,L051,True,True,36.76716258821504,relay_cascade,0.0023030667,0.8649603724479675,0.0019920614306045115,0.8649603724479675,10461,1695,8766,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L111,L115,L134,L140,L178,L182","L018,L044,L045,L046,L051,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L148,L155,L178,L182",L148->L051->L018->L044->L045->L046->L056->L057->L058->L060->L102->L111->L115->L134->L140->L178->L182
L148->L047,L148,L047,True,True,31.300605334860517,relay_cascade,0.0023030667,0.8590114712715149,0.001978360714403433,0.8590114712715149,10479,1714,8765,"L018,L046,L060,L102,L115,L134,L140,L158,L178,L182","L018,L046,L047,L060,L102,L115,L128,L134,L140,L148,L155,L158,L178,L182",L148->L047->L018->L046->L060->L102->L115->L134->L140->L158->L178->L182
L145->L183,L145,L183,True,True,81.35922639729833,relay_cascade,0.0031520803,0.9999899864196777,0.0031520487363907337,0.9999899864196777,8782,50,8732,"L018,L060,L102,L115,L128,L134,L140,L158,L178,L182","L018,L060,L102,L115,L128,L134,L140,L145,L155,L158,L178,L182,L183",L145->L183->L018->L060->L102->L115->L128->L134->L140->L158->L178->L182
L148->L184,L148,L184,True,True,21.648461416338748,relay_cascade,0.0023030667,0.8307769894599915,0.0019133348195515573,0.8307769894599915,10613,1898,8715,"L046,L060,L102,L115,L134,L140,L158,L178,L182","L046,L060,L102,L115,L128,L134,L140,L148,L155,L158,L178,L182,L184",L148->L184->L046->L060->L102->L115->L134->L140->L158->L178->L182
L154->L180,L154,L180,True,True,7.272188818003705,relay_cascade,0.0025999483,0.9773805737495422,0.002541138961173147,0.9773805737495422,9552,868,8684,"L018,L046,L060,L102,L115,L134,L140,L158,L178,L182","L018,L046,L060,L102,L115,L128,L134,L140,L154,L155,L158,L178,L180,L182",L154->L180->L018->L046->L060->L102->L115->L134->L140->L158->L178->L182
L145->L181,L145,L181,True,True,20.772296104867053,relay_cascade,0.0031520803,0.999932050704956,0.003151866118365693,0.999932050704956,8783,121,8662,"L018,L046,L060,L102,L115,L128,L134,L140,L158,L178,L182","L018,L046,L060,L102,L115,L128,L134,L140,L145,L155,L158,L178,L181,L182",L145->L181->L018->L046->L060->L102->L115->L128->L134->L140->L158->L178->L182
L078->L180,L078,L180,True,True,7.272188818003705,relay_cascade,0.0026894393,0.9665232300758362,0.002599405559328896,0.9665232300758362,9466,997,8469,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L078,L102,L115,L128,L134,L140,L155,L158,L178,L180,L182",L078->L180->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L119->L051,L119,L051,True,True,36.76716258821504,relay_cascade,0.0024959072,0.8982075452804565,0.0022418426793598175,0.8982075452804565,10007,1550,8457,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L115,L134,L140,L155,L178,L182","L018,L044,L045,L046,L051,L056,L057,L058,L060,L102,L115,L119,L128,L134,L140,L155,L178,L182",L119->L051->L018->L044->L045->L046->L056->L057->L058->L060->L102->L115->L134->L140->L155->L178->L182
L119->L047,L119,L047,True,True,31.300605334860517,relay_cascade,0.0024959072,0.8714002966880798,0.0021749342745859147,0.8714002966880798,10121,1678,8443,"L018,L046,L060,L102,L115,L134,L140,L155,L158,L178,L182","L018,L046,L047,L060,L102,L115,L119,L128,L134,L140,L155,L158,L178,L182",L119->L047->L018->L046->L060->L102->L115->L134->L140->L155->L158->L178->L182
L119->L147,L119,L147,True,True,43.59265123807146,relay_cascade,0.0024959072,0.8878781795501709,0.0022160615410621643,0.8878781795501709,10048,1612,8436,"L018,L060,L102,L115,L134,L140,L155,L156,L158,L178,L182","L018,L060,L102,L115,L119,L128,L134,L140,L147,L155,L156,L158,L178,L182",L119->L147->L018->L060->L102->L115->L134->L140->L155->L156->L158->L178->L182
L144->L183,L144,L183,True,True,81.35922639729833,relay_cascade,0.0033844428,0.9999101161956787,0.003384138593405628,0.9999101161956787,8519,220,8299,"L018,L060,L102,L115,L128,L134,L140,L158,L178,L182","L018,L060,L102,L115,L128,L134,L140,L144,L155,L158,L178,L182,L183",L144->L183->L018->L060->L102->L115->L128->L134->L140->L158->L178->L182
L145->L016,L145,L016,True,True,31.514792047850804,relay_cascade,0.0031520803,0.9978339076042175,0.0031452526028312743,0.9978339076042175,8796,501,8295,"L018,L046,L060,L102,L115,L128,L134,L140,L158,L178,L182","L016,L018,L046,L060,L102,L115,L128,L134,L140,L145,L155,L158,L178,L182",L145->L016->L018->L046->L060->L102->L115->L128->L134->L140->L158->L178->L182
L144->L181,L144,L181,True,True,20.772296104867053,relay_cascade,0.0033844428,0.9999011754989624,0.0033841083341289995,0.9999011754989624,8520,243,8277,"L018,L046,L060,L102,L115,L128,L134,L140,L158,L178,L182","L018,L046,L060,L102,L115,L128,L134,L140,L144,L155,L158,L178,L181,L182",L144->L181->L018->L046->L060->L102->L115->L128->L134->L140->L158->L178->L182
L154->L184,L154,L184,True,True,21.648461416338748,relay_cascade,0.0025999483,0.8269681930541992,0.0021500745476853373,0.8269681930541992,10166,1928,8238,"L046,L060,L102,L115,L134,L140,L158,L178,L182","L046,L060,L102,L115,L128,L134,L140,L154,L155,L158,L178,L182,L184",L154->L184->L046->L060->L102->L115->L134->L140->L158->L178->L182
L077->L181,L077,L181,True,True,20.772296104867053,relay_cascade,0.003543025,0.9999316930770874,0.0035427829868644478,0.9999316930770874,8352,124,8228,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L077,L102,L115,L128,L134,L140,L155,L158,L178,L181,L182",L077->L181->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L145->L180,L145,L180,True,True,7.272188818003705,relay_cascade,0.0031520803,0.9942728877067566,0.0031340279821645794,0.9942728877067566,8818,592,8226,"L018,L046,L060,L102,L115,L128,L134,L140,L158,L178,L182","L018,L046,L060,L102,L115,L128,L134,L140,L145,L155,L158,L178,L180,L182",L145->L180->L018->L046->L060->L102->L115->L128->L134->L140->L158->L178->L182
L078->L184,L078,L184,True,True,21.648461416338748,relay_cascade,0.0026894393,0.8308093547821045,0.002234411329558635,0.8308093547821045,10018,1897,8121,"L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L046,L060,L078,L102,L115,L128,L134,L140,L155,L158,L178,L182,L184",L078->L184->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L077->L183,L077,L183,True,True,81.35922639729833,relay_cascade,0.003543025,0.9998902082443237,0.0035426360050648453,0.9998902082443237,8353,271,8082,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L077,L102,L115,L128,L134,L140,L155,L158,L178,L182,L183",L077->L183->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L144->L016,L144,L016,True,True,31.514792047850804,relay_cascade,0.0033844428,0.9995362758636475,0.0033828733521855353,0.9995362758636475,8525,458,8067,"L018,L046,L060,L102,L115,L128,L134,L140,L158,L178,L182","L016,L018,L046,L060,L102,L115,L128,L134,L140,L144,L155,L158,L178,L182",L144->L016->L018->L046->L060->L102->L115->L128->L134->L140->L158->L178->L182
L145->L061,L145,L061,True,True,33.88157185629734,relay_cascade,0.0031520803,0.43024396896362305,0.0013561635387640476,0.43024396896362305,11897,3862,8035,"L018,L060,L115,L128,L134,L140,L158,L178,L182","L018,L060,L061,L115,L128,L134,L140,L145,L155,L158,L178,L182",L145->L061->L018->L060->L115->L128->L134->L140->L158->L178->L182
L144->L047,L144,L047,True,True,31.300605334860517,relay_cascade,0.0033844428,0.9955117106437683,0.003369252441403985,0.9955117106437683,8546,570,7976,"L018,L046,L060,L102,L115,L128,L134,L140,L158,L178,L182","L018,L046,L047,L060,L102,L115,L128,L134,L140,L144,L155,L158,L178,L182",L144->L047->L018->L046->L060->L102->L115->L128->L134->L140->L158->L178->L182
L144->L061,L144,L061,True,True,33.88157185629734,relay_cascade,0.0033844428,0.40255263447761536,0.001362416365378797,0.40255263447761536,11885,3990,7895,"L018,L060,L115,L128,L134,L140,L158,L178,L182","L018,L060,L061,L115,L128,L134,L140,L144,L155,L158,L178,L182",L144->L061->L018->L060->L115->L128->L134->L140->L158->L178->L182
L077->L016,L077,L016,True,True,31.514792047850804,relay_cascade,0.003543025,0.9971266388893127,0.0035328446097508074,0.9971266388893127,8365,527,7838,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L016,L018,L046,L060,L077,L102,L115,L128,L134,L140,L155,L158,L178,L182",L077->L016->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
