method,candidate_evaluations,total_physical_evaluations,critical_paths_found,relay_cascade_paths_found,island_only_paths_found,captured_load_shed_mw,critical_paths_found_std,relay_cascade_paths_found_std,island_only_paths_found_std,captured_load_shed_mw_std
N1_gate_plus_random,21000,21186,1682.9,1585.4,97.5,56561.87367116856,5.952590472502987,5.985166849990251,3.3416562759605704,141.6426533510144
N1_gate_plus_random,21500,21686,1685.5,1587.6,97.9,56630.72687148409,5.602578771323871,5.460972644339305,3.3482997343593826,133.94730342439792
N1_gate_plus_random,22000,22186,1688.0,1589.5,98.5,56698.132654904366,5.597618541248888,6.096447052723961,3.5039660069381067,127.1579125626774
N1_gate_plus_random,22500,22686,1690.9,1591.8,99.1,56769.96182432534,6.026792034094276,6.196773353931867,3.784471194529326,151.25836058042435
N1_gate_plus_random,23000,23186,1693.6,1593.9,99.7,56837.10888343842,5.719362823873925,5.566766466171264,3.622460796505909,143.17172447665646
N1_gate_plus_random,23500,23686,1696.5,1596.3,100.2,56911.28769840929,6.704061787039588,6.395310782127793,3.583914681524163,158.2257689322262
N1_gate_plus_random,24000,24186,1700.2,1599.4,100.8,57014.29171248143,7.315128919650775,6.501281924871946,3.7058512292499457,185.6098052232476
N1_gate_plus_random,24500,24686,1703.8,1602.5,101.3,57102.49984829257,7.177124153246279,6.2048368229954285,3.9735234853828274,174.47350958249535
N1_gate_plus_random,25000,25186,1706.1,1604.3,101.8,57163.88333035148,6.6072350915913045,5.888784066153027,3.938414796731181,161.39729257323182
N1_gate_plus_random,25500,25686,1708.6,1606.1,102.5,57234.43221946288,6.535373831014651,6.279596590015424,3.8078865529319534,175.5192703181983
N1_gate_plus_random,26000,26186,1711.8,1608.5,103.3,57309.69253199334,6.214677966091423,5.873670062235365,3.433495141818158,178.38119547368964
N1_gate_plus_random,26500,26686,1714.6,1610.7,103.9,57391.443622123545,6.44980619863884,6.219146064997813,3.071373199943852,180.51616857889343
N1_gate_plus_random,27000,27186,1718.0,1613.5,104.5,57492.80581907563,6.091888960832355,6.096447052723961,2.8771127502720115,172.61973828901634
N1_gate_plus_random,27500,27686,1721.0,1615.8,105.2,57567.93885521947,6.018490028422596,5.808040403899867,2.699794230842212,160.53311487438586
N1_gate_plus_random,28000,28186,1724.1,1618.3,105.8,57652.623470910126,6.04520011616195,5.831904586934796,2.201009869229224,177.00694506660363
N1_gate_plus_random,28500,28686,1727.2,1620.9,106.3,57744.464436349066,6.014796569941312,5.445691467165171,2.0027758514399734,167.97212457439912
N1_gate_plus_random,29000,29186,1731.0,1624.3,106.7,57833.9816668352,5.656854249492381,5.313504806936128,1.5670212364724212,146.81187384381926
N1_gate_plus_random,29500,29686,1734.9,1627.5,107.4,57931.97355124007,5.78215646046813,5.338539126015656,1.3498971154211057,142.48655551439117
N1_gate_plus_random,30000,30186,1737.7,1629.6,108.1,58004.43738735978,5.355163655555055,5.316640543300503,1.4491376746189435,130.63031831292813
N1_gate_plus_random,30500,30686,1740.9,1632.3,108.6,58082.62999211248,4.280446497997869,4.056544780420347,1.505545305418162,100.36840824759744
N1_gate_plus_random,31000,31186,1744.5,1635.7,108.8,58179.08718507853,3.3747427885527643,2.7507574714370344,1.398411797560202,78.98142555235185
N1_gate_plus_random,31500,31686,1747.3,1637.6,109.7,58242.64355778638,2.2632326929023945,2.011080417199781,0.6749485577105528,66.60412157680685
N1_gate_plus_random,32000,32186,1750.8,1640.5,110.3,58348.5308806116,2.2997584414213788,1.7795130420052183,0.6749485577105528,66.16697783208456
N1_gate_plus_random,32500,32686,1753.8,1642.9,110.9,58418.58339704236,0.4216370213557839,0.3162277660168379,0.3162277660168379,25.92837520200667
N1_gate_plus_random,32560,32746,1754.0,1643.0,111.0,58428.28332507474,0.0,0.0,0.0,4.0072849859178686e-11
line_order,50,50,5.0,5.0,0.0,145.92620097089352,,,,
line_order,100,100,6.0,6.0,0.0,179.80777282719086,,,,
line_order,150,150,7.0,7.0,0.0,223.4004240652623,,,,
line_order,163,163,7.0,7.0,0.0,223.4004240652623,,,,
line_order,200,200,12.0,12.0,0.0,385.967388849621,,,,
line_order,250,250,15.0,15.0,0.0,487.9167286289939,,,,
line_order,300,300,15.0,15.0,0.0,487.9167286289939,,,,
line_order,326,326,15.0,15.0,0.0,487.9167286289939,,,,
line_order,350,350,16.0,16.0,0.0,531.5093798670654,,,,
line_order,400,400,21.0,21.0,0.0,694.076344651424,,,,
line_order,450,450,24.0,24.0,0.0,796.0256844307969,,,,
line_order,500,500,24.0,24.0,0.0,796.0256844307969,,,,
line_order,550,550,27.0,27.0,0.0,867.6628205917391,,,,
line_order,600,600,32.0,32.0,0.0,1033.9639544539173,,,,
line_order,650,650,35.0,35.0,0.0,1135.9132942332903,,,,
line_order,651,651,35.0,35.0,0.0,1135.9132942332903,,,,
line_order,700,700,35.0,35.0,0.0,1135.9132942332903,,,,
line_order,750,750,41.0,41.0,0.0,1336.228218800385,,,,
line_order,800,800,45.0,45.0,0.0,1469.692350627609,,,,
line_order,850,850,45.0,45.0,0.0,1469.692350627609,,,,
line_order,900,900,46.0,46.0,0.0,1513.2850018656804,,,,
line_order,950,950,53.0,53.0,0.0,1719.0378557923896,,,,
line_order,1000,1000,56.0,56.0,0.0,1820.9871955717624,,,,
line_order,1500,1500,90.0,73.0,17.0,2830.0259443179943,,,,
line_order,1628,1628,95.0,76.0,19.0,2985.247233236712,,,,
line_order,2000,2000,114.0,91.0,23.0,3632.523316453447,,,,
line_order,2116,2116,124.0,101.0,23.0,3945.215178371287,,,,
line_order,2500,2500,144.0,121.0,23.0,4607.7767309748615,,,,
line_order,3000,3000,171.0,148.0,23.0,5488.024247008923,,,,
line_order,3256,3256,184.0,161.0,23.0,5912.766641855774,,,,
line_order,3500,3500,195.0,172.0,23.0,6290.138349488164,,,,
line_order,4000,4000,221.0,198.0,23.0,7159.775503659805,,,,
line_order,4500,4500,252.0,229.0,23.0,8202.695363898001,,,,
line_order,4884,4884,276.0,253.0,23.0,8931.241238560167,,,,
line_order,5000,5000,281.0,258.0,23.0,9105.886062534748,,,,
line_order,5500,5500,307.0,284.0,23.0,9944.69733807896,,,,
line_order,6000,6000,336.0,313.0,23.0,10916.101652632908,,,,
line_order,6500,6500,367.0,341.0,26.0,11882.738730412868,,,,
line_order,6512,6512,367.0,341.0,26.0,11882.738730412868,,,,
line_order,7000,7000,392.0,359.0,33.0,12698.55024908536,,,,
line_order,7500,7500,420.0,387.0,33.0,13644.247037136323,,,,
line_order,8000,8000,446.0,413.0,33.0,14514.80012211647,,,,
line_order,8500,8500,470.0,437.0,33.0,15307.309232434089,,,,
line_order,9000,9000,501.0,448.0,53.0,16282.335771737731,,,,
line_order,9500,9500,530.0,477.0,53.0,17245.535623279833,,,,
line_order,10000,10000,554.0,501.0,53.0,18062.068459450533,,,,
line_order,10500,10500,576.0,523.0,53.0,18756.562675665813,,,,
line_order,11000,11000,604.0,551.0,53.0,19747.951415040057,,,,
line_order,11500,11500,629.0,576.0,53.0,20595.99904325861,,,,
line_order,12000,12000,654.0,601.0,53.0,21487.442357653188,,,,
line_order,12500,12500,686.0,633.0,53.0,22571.898289014847,,,,
line_order,13000,13000,716.0,663.0,53.0,23605.481233495026,,,,
line_order,13500,13500,740.0,687.0,53.0,24389.6551162966,,,,
line_order,14000,14000,768.0,715.0,53.0,25335.79426099584,,,,
line_order,14500,14500,798.0,745.0,53.0,26300.84681968686,,,,
line_order,15000,15000,823.0,770.0,53.0,27128.9784974832,,,,
line_order,15500,15500,848.0,794.0,54.0,27935.923155245287,,,,
line_order,16000,16000,876.0,821.0,55.0,28866.17243579692,,,,
line_order,16500,16500,900.0,845.0,55.0,29688.549963422956,,,,
line_order,17000,17000,923.0,868.0,55.0,30457.559302009184,,,,
line_order,17500,17500,948.0,893.0,55.0,31290.42929359261,,,,
line_order,18000,18000,975.0,920.0,55.0,32197.479749142043,,,,
line_order,18500,18500,1001.0,946.0,55.0,33075.59637916505,,,,
line_order,19000,19000,1024.0,969.0,55.0,33836.68681736175,,,,
line_order,19500,19500,1054.0,990.0,64.0,34820.0976522424,,,,
line_order,20000,20000,1081.0,1009.0,72.0,35701.55914734369,,,,
line_order,20500,20500,1104.0,1032.0,72.0,36488.98915055722,,,,
line_order,21000,21000,1133.0,1051.0,82.0,37438.25436689994,,,,
line_order,21500,21500,1160.0,1078.0,82.0,38473.01588868816,,,,
line_order,22000,22000,1184.0,1102.0,82.0,39346.53642970316,,,,
line_order,22500,22500,1212.0,1130.0,82.0,40375.83866748269,,,,
line_order,23000,23000,1239.0,1157.0,82.0,41324.89269371624,,,,
line_order,23500,23500,1265.0,1183.0,82.0,42173.28918284069,,,,
line_order,24000,24000,1293.0,1198.0,95.0,43050.11476710431,,,,
line_order,24500,24500,1324.0,1229.0,95.0,44182.9116484201,,,,
line_order,25000,25000,1350.0,1255.0,95.0,45160.55089441156,,,,
line_order,25500,25500,1372.0,1277.0,95.0,45922.31079703258,,,,
line_order,26000,26000,1400.0,1305.0,95.0,46839.62500459457,,,,
line_order,26500,26500,1427.0,1332.0,95.0,47757.19125429973,,,,
line_order,27000,27000,1451.0,1356.0,95.0,48566.35988434304,,,,
line_order,27500,27500,1478.0,1383.0,95.0,49472.76420110286,,,,
line_order,28000,28000,1507.0,1412.0,95.0,50420.64262243886,,,,
line_order,28500,28500,1534.0,1439.0,95.0,51315.07831509384,,,,
line_order,29000,29000,1561.0,1466.0,95.0,52128.55340823181,,,,
line_order,29500,29500,1590.0,1495.0,95.0,53104.220476822215,,,,
line_order,30000,30000,1616.0,1521.0,95.0,53977.93820563325,,,,
line_order,30500,30500,1638.0,1543.0,95.0,54739.69810825427,,,,
line_order,31000,31000,1668.0,1573.0,95.0,55640.63021119152,,,,
line_order,31500,31500,1697.0,1594.0,103.0,56538.66809976648,,,,
line_order,32000,32000,1722.0,1611.0,111.0,57330.58574885828,,,,
line_order,32500,32500,1748.0,1637.0,111.0,58218.521367807465,,,,
line_order,32560,32560,1754.0,1643.0,111.0,58428.283325074684,,,,
random,50,50,1.7,1.7,0.0,37.71587014523511,1.4944341180973262,1.4944341180973262,0.0,42.657343171190966
random,100,100,4.7,4.7,0.0,133.7718723348655,1.1595018087284057,1.1595018087284057,0.0,46.01628195801175
random,150,150,7.6,7.3,0.3,239.0732041601305,2.913569784454954,2.79085809185793,0.4830458915396479,89.2216131349567
random,163,163,8.6,8.3,0.3,263.4935307523,3.533962208186286,3.368151487751767,0.4830458915396479,103.64116761954116
random,200,200,10.4,10.0,0.4,310.09948723061825,3.4058772731852804,3.366501646120693,0.5163977794943223,96.43178744583253
random,250,250,13.3,12.8,0.5,407.52445023712494,3.622460796505909,3.583914681524164,0.7071067811865476,92.88542200346818
random,300,300,15.6,15.0,0.6,490.5790483853119,3.238655413730965,3.2998316455372216,0.8432740427115678,91.8831170223128
random,326,326,17.9,17.3,0.6,574.020670916407,3.695342413844157,3.772709017845576,0.8432740427115678,113.144884969769
random,350,350,20.2,19.5,0.7,647.3537564474019,3.583914681524164,3.6590830666833583,0.8232726023485646,98.0402114423646
random,400,400,23.8,22.8,1.0,779.7410621016835,3.552776691859794,3.73571352696584,0.9428090415820634,133.16440955897772
random,450,450,26.6,25.4,1.2,874.4696949547499,3.438345855527367,3.8930136855083823,1.1352924243950933,132.2944058134799
random,500,500,29.8,28.2,1.6,976.0689854793652,4.263540521418529,4.685675570881488,1.2649110640673518,149.1224337377368
random,550,550,33.1,31.5,1.6,1089.003667199126,4.094712037087183,4.503085362035432,1.2649110640673518,149.5001788579323
random,600,600,36.0,34.1,1.9,1178.85378354843,3.915780041490244,4.04007700696685,1.449137674618944,162.20321469000535
random,650,650,39.1,37.1,2.0,1293.8332981728029,5.152130088074683,5.363456596884761,1.4142135623730951,158.71713718215884
random,651,651,39.1,37.1,2.0,1293.8332981728029,5.152130088074683,5.363456596884761,1.4142135623730951,158.71713718215884
random,700,700,42.7,40.5,2.2,1396.789717870643,6.129165250396392,6.240548408949685,1.3165611772087666,183.2559006169206
random,750,750,45.7,43.4,2.3,1504.7642230331885,6.766748767974831,6.603029607687671,1.3374935098492586,205.4117981933728
random,800,800,48.5,45.9,2.6,1621.202675169839,7.487025815072068,7.140650452787119,1.429840705968481,248.0811899997109
random,850,850,51.0,48.3,2.7,1707.8702810906084,7.71722460186015,7.288499312082167,1.567021236472421,244.5411946190044
random,900,900,54.6,51.8,2.8,1832.7568358328213,7.890923055426828,7.360555534589612,1.6865480854231356,232.70868798673376
random,950,950,57.2,54.4,2.8,1919.7212651472344,8.456424250894175,7.919034733546198,1.6865480854231356,245.8898968513345
random,1000,1000,60.0,56.7,3.3,2014.7746853164504,8.793937305515279,8.628763269180327,1.7029386365926402,266.7196019790382
random,1500,1500,86.4,80.7,5.7,2934.0905568036565,12.402508706798889,11.450861200024312,2.79085809185793,408.6666380204636
random,1628,1628,92.4,86.1,6.3,3118.553666098424,12.231107881136523,11.31812705353673,2.7507574714370344,429.3437950290954
random,2000,2000,111.2,103.8,7.4,3688.4318126055114,10.87096029694607,10.008884941779367,2.6331223544175333,426.33764158674825
random,2116,2116,118.9,111.0,7.9,3948.598713553032,10.867382389517726,10.044346115546242,2.330951164939612,435.6008406363339
random,2500,2500,141.3,132.4,8.9,4715.849845486964,12.266032592307733,11.452316602135811,2.4698178070456938,415.8554967838194
random,3000,3000,170.1,159.0,11.1,5675.019623897467,12.3868209534704,11.794537341969422,3.2472210341220142,392.96771977894633
random,3256,3256,183.6,171.5,12.1,6109.652353131108,13.201010062365176,12.607317099384964,2.685351208149711,390.9879865755384
random,3500,3500,198.4,185.7,12.7,6616.6412440999065,14.284412639112762,13.57325802205695,3.16403399335581,422.4324866400189
random,4000,4000,225.0,210.2,14.8,7482.673016615287,15.253414918196734,14.853357271075865,3.7653389990514494,428.50682556017966
random,4500,4500,250.0,232.9,17.1,8274.154506112678,16.485684025170983,16.722905117100783,4.012480529547776,493.5283260856533
random,4884,4884,269.7,251.5,18.2,8947.192065497544,15.63507452990089,15.728600983205368,4.1041983924323695,453.9549056367302
random,5000,5000,275.4,256.6,18.8,9134.130890705894,15.181860521322442,14.660604807897023,4.315347288715269,453.0840496190973
random,5500,5500,303.0,282.7,20.3,10013.521258024435,17.950549357115012,17.230786401090345,3.860051813123756,533.5968094636545
random,6000,6000,330.0,308.2,21.8,10877.49854428145,18.475208614068023,17.51697589324266,3.457680661303984,548.8715717134205
random,6500,6500,356.4,332.7,23.7,11764.818928761484,18.494443610026348,17.638657041345926,3.529242915351047,542.2373511271373
random,6512,6512,356.7,333.0,23.7,11771.827687381554,18.415271440362268,17.4928556845359,3.529242915351047,539.1417399647014
random,7000,7000,380.2,355.3,24.9,12535.592392521052,19.93210698568741,19.03826556059022,3.725288952252936,543.4629569209324
random,7500,7500,407.1,379.7,27.4,13414.290178370826,20.555885883231703,19.067424227374463,5.211099265563414,621.4553986578658
random,8000,8000,431.1,402.4,28.7,14253.247912420637,19.89109236707616,19.004093126365056,6.000925854492047,631.7579081370636
random,8500,8500,458.5,428.1,30.4,15128.748187150972,24.923215415886183,24.33767084628729,5.966573556070519,829.0968285336589
random,9000,9000,487.7,455.1,32.6,16118.22791120618,23.70677352806812,23.04801750934581,5.87272414547873,725.2114020530913
random,9500,9500,513.9,480.2,33.7,16969.26547807786,25.291412684062458,24.94349169177759,6.056218108504496,751.5719981746126
random,10000,10000,540.9,505.3,35.6,17868.279252214,27.54975297328252,27.49969696802736,5.92921205182911,828.0025946668992
random,10500,10500,566.5,529.0,37.5,18736.86689927544,24.81151166517492,25.32455988429677,5.739725119240855,794.8163664006095
random,11000,11000,591.5,552.7,38.8,19545.855069590576,24.645260982365127,25.08673841782635,6.390965845976995,830.006639447214
random,11500,11500,621.8,581.5,40.3,20569.98434040908,26.09299608025963,27.023652191696403,6.549809157525126,838.8826700587034
random,12000,12000,649.7,607.8,41.9,21534.8761815841,25.223666135860057,25.56386338390798,6.967384333050994,825.6921622252223
random,12500,12500,676.7,633.0,43.7,22442.494110581836,23.641065965814654,24.18907007536898,6.667499947923176,800.5624468942865
random,13000,13000,703.0,657.7,45.3,23324.799510416797,22.095751225568733,22.075879245104694,7.08754776585903,749.0683909350232
random,13500,13500,733.6,686.1,47.5,24265.77926775396,20.178095934838737,20.107765221978852,7.735200923914862,747.0110779712797
random,14000,14000,760.7,711.7,49.0,25144.162879717605,17.288724649319857,18.20897214745156,7.888106377466155,631.5920848005089
random,14500,14500,788.9,737.5,51.4,26034.96607782762,18.70502012235693,17.97065509224537,7.805980613179444,684.303290163933
random,15000,15000,815.4,762.6,52.8,26930.59518804593,18.57238092796218,17.951787283350555,7.800284895082003,703.1829011313333
random,15500,15500,844.3,789.6,54.7,27911.14179610836,16.832838276548742,17.225304383699903,7.5432088662584444,646.4932192169551
random,16000,16000,870.2,813.6,56.6,28828.86516107228,19.03096891326812,18.276882787949493,7.4565407529229,734.8433577773285
random,16500,16500,897.9,839.3,58.6,29730.312642797093,19.795903055374307,18.51755923441316,7.530677998102901,801.5025448972775
random,17000,17000,923.9,864.0,59.9,30636.213353881343,20.78166927313053,19.72589950068465,7.093815773067568,825.5230569338948
random,17500,17500,949.9,887.8,62.1,31487.94716147917,22.37781639630343,21.117659803007424,6.9992063042097055,821.3620167163418
random,18000,18000,975.3,911.9,63.4,32340.032525947077,22.84269880922324,20.744209366042902,7.167829363048326,836.6932002101621
random,18500,18500,1001.1,936.1,65.0,33234.99390216266,23.59590359928321,21.951714688784055,7.3484692283495345,834.6741320240669
random,19000,19000,1030.2,963.3,66.9,34139.10908234858,19.747292360107387,19.55647093817173,7.460265112953799,690.0450650474826
random,19500,19500,1054.8,986.3,68.5,34989.127488465136,18.419796114205194,19.584858096669137,7.487025815072068,647.6135325559645
random,20000,20000,1080.8,1011.3,69.5,35827.65911918567,16.047152741564815,16.852629204700115,7.214953607304454,644.2730803823872
random,20500,20500,1106.4,1035.3,71.1,36651.64667093865,13.745302227791624,15.25377913101464,6.707375708046247,553.1658964963578
random,21000,21000,1133.4,1060.2,73.2,37568.09675141735,11.577756451249286,11.988883740087454,5.846176338238334,413.9134825870414
random,21500,21500,1158.8,1084.0,74.8,38458.15712246853,12.200182148002726,14.055445761538676,5.202563470700445,527.0486148111979
random,22000,22000,1186.5,1110.0,76.5,39429.79478138814,12.868998061663971,13.241349377360804,4.813176359397884,535.1449112797362
random,22500,22500,1209.9,1132.1,77.8,40214.87809678809,12.341888924399791,12.626691305854171,4.939635614091388,489.367222315925
random,23000,23000,1235.9,1156.4,79.5,41100.97317110469,13.641847382227969,13.451146171733225,5.104464277037851,526.1562124776307
random,23500,23500,1263.1,1181.9,81.2,41983.97631048677,13.658127413538228,13.378672912097407,5.65292451352002,510.4658692619806
random,24000,24000,1291.8,1208.6,83.2,42980.43066910554,13.620246367489507,13.558105406811906,5.181162460726786,490.6866710544716
random,24500,24500,1318.0,1233.3,84.7,43845.730868195424,13.283239230114184,12.614365708279676,5.417051268397268,445.5308624533909
random,25000,25000,1346.2,1259.8,86.4,44819.80377194309,15.497670075781642,15.237380935639097,5.337498373666159,490.29166530451215
random,25500,25500,1371.4,1283.7,87.7,45657.74512630283,15.714112553158492,15.449199907366651,4.90011337737313,571.4018571691224
random,26000,26000,1398.2,1308.5,89.7,46584.33825705571,18.47400576185059,17.36695457214969,4.522781838156198,656.3783216678693
random,26500,26500,1425.8,1335.0,90.8,47515.35940293239,15.105554533938095,14.414498873626435,3.645392830531285,539.3657759694516
random,27000,27000,1451.8,1359.5,92.3,48391.74242285288,15.396969398770224,15.356865999719258,3.860051813123756,516.0295786569475
random,27500,27500,1476.7,1383.0,93.7,49259.464246847565,13.663007640259073,13.743685418725535,3.497618237219913,419.098971885944
random,28000,28000,1501.2,1406.0,95.2,50087.213187975976,14.913081505845796,14.884742374510738,3.0477678535099897,481.0547046683374
random,28500,28500,1528.7,1432.5,96.2,51024.6231117008,12.944754407352296,12.51887463880928,2.8205594401741574,454.4063368115719
random,29000,29000,1558.2,1459.8,98.4,51977.35412719975,13.53021310499826,13.248060654718904,2.913569784454954,490.3284450242744
random,29500,29500,1587.4,1487.5,99.9,52916.59332032965,12.112436217008993,11.983785341498368,2.766867462592951,418.3639281967989
random,30000,30000,1616.2,1514.3,101.9,53888.791757113926,12.673682267684566,12.329278612762025,2.2335820757001272,398.1153307787353
random,30500,30500,1641.2,1538.2,103.0,54726.7387599982,11.25265400793174,10.778579580713672,2.748737083745107,348.94980986834
random,31000,31000,1671.5,1566.8,104.7,55732.59488112773,8.017342313870461,7.685484153042452,2.4517567397911058,299.19140522005824
random,31500,31500,1699.7,1592.8,106.9,56660.51099257482,5.186520991955976,4.289522117905444,1.728840330651992,238.385517932828
random,32000,32000,1726.6,1618.0,108.6,57558.61415645818,5.081557066709201,4.9216076867444665,1.1737877907772671,197.3209977308244
random,32500,32500,1751.1,1640.5,110.6,58324.9556545691,1.4491376746189435,1.35400640077266,0.5163977794943222,45.71996507512464
random,32560,32560,1754.0,1643.0,111.0,58428.283325074684,0.0,0.0,0.0,5.1448789686149937e-11
