sample_index,seed,split,sample_type,current_outage_labels,num_candidate_labels,num_positive_labels
1232,20260713,train,S1,L112,185,7
1233,20260713,train,S1,"L045,L054,L109,L111",182,18
1234,20260713,train,S1,"L068,L102",184,10
1235,20260713,train,S1,L074,185,10
1236,20260713,train,S1,"L045,L046,L049,L102,L109,L110,L111,L113,L128,L134,L155,L178,L179",173,10
1237,20260713,train,S1,"L023,L045",184,6
1238,20260713,train,S1,L060,185,9
1239,20260713,train,S1,L173,185,8
1240,20260713,train,S1,L164,185,7
1241,20260713,train,S1,"L031,L045,L109,L111",182,11
1242,20260713,train,S1,L069,185,8
1243,20260713,train,S1,L058,185,9
1244,20260713,train,S1,L124,185,6
1245,20260713,train,S1,L102,185,6
1246,20260713,train,S1,L042,185,7
1247,20260713,train,S1,L150,185,7
1248,20260713,train,S1,L117,185,7
1249,20260713,train,S1,"L099,L102",184,6
1250,20260713,train,S1,L083,185,8
1251,20260713,train,S1,L137,185,9
1252,20260713,train,S1,"L076,L102",184,6
1253,20260713,train,S1,"L101,L102",184,8
1254,20260713,train,S1,"L045,L066,L102",183,6
1255,20260713,train,S1,L169,185,7
1256,20260713,train,S1,L156,185,7
1257,20260713,train,S1,L022,185,7
1258,20260713,train,S1,L064,185,8
1259,20260713,train,S1,"L029,L045",184,10
1260,20260713,train,S1,"L090,L102",184,6
1261,20260713,train,S1,L072,185,9
1262,20260713,train,S1,"L102,L106",184,7
1263,20260713,train,S1,"L008,L018,L019,L020,L045,L060,L102,L104,L109,L110,L111,L112,L113,L115,L128,L134,L155,L178",168,15
1264,20260713,train,S1,"L045,L102,L109,L110,L111,L113,L128,L134,L155,L158,L177,L178,L179",173,11
1265,20260713,train,S1,L125,185,9
1266,20260713,train,S1,L144,185,8
1267,20260713,train,S1,L012,185,7
1268,20260713,train,S1,L178,185,9
1269,20260713,train,S1,L085,185,7
1270,20260713,train,S1,"L045,L048",184,8
1271,20260713,train,S1,"L041,L045",184,7
1272,20260713,train,S1,L089,185,6
1273,20260713,train,S1,L114,185,7
1274,20260713,train,S1,"L052,L102",184,8
1275,20260713,train,S1,L131,185,8
1276,20260713,train,S1,L174,185,6
1277,20260713,train,S1,L160,185,9
1278,20260713,train,S1,L088,185,8
1279,20260713,train,S1,"L027,L045",184,11
1280,20260713,train,S1,"L045,L067,L102",183,6
1281,20260713,train,S1,L121,185,9
1282,20260713,train,S1,L161,185,9
1283,20260713,train,S1,L025,185,10
1284,20260713,train,S1,"L093,L102",184,7
1285,20260713,train,S1,"L045,L102,L109,L110,L111,L113,L115,L128,L134,L155,L176,L178,L179",173,10
1286,20260713,train,S1,L139,185,7
1287,20260713,train,S1,"L018,L037,L045",183,8
1288,20260713,train,S1,L006,185,8
1289,20260713,train,S1,L019,185,7
1290,20260713,train,S1,L158,185,8
1291,20260713,train,S1,"L045,L061,L102",183,10
1292,20260713,train,S1,L055,185,9
1293,20260713,train,S1,L153,185,7
1294,20260713,train,S1,"L128,L129",184,8
1295,20260713,train,S1,L135,185,8
1296,20260713,train,S1,L168,185,7
1297,20260713,train,S1,L079,185,8
1298,20260713,train,S1,"L028,L045",184,10
1299,20260713,train,S1,L002,185,7
1300,20260713,train,S1,L143,185,6
1301,20260713,train,S1,L166,185,7
1302,20260713,train,S1,L154,185,7
1303,20260713,train,S1,"L018,L036,L045",183,7
1304,20260713,train,S1,L175,185,8
1305,20260713,train,S1,L082,185,8
1306,20260713,train,S1,"L045,L102,L105",183,7
1307,20260713,train,S1,"L045,L102,L109,L110,L111,L113,L133,L155,L178,L179",176,10
1308,20260713,train,S1,"L045,L102,L109,L110,L111,L113,L118,L128,L134,L155,L178,L179,L186",173,10
1309,20260713,train,S1,L104,185,6
1310,20260713,train,S1,L014,185,7
1311,20260713,train,S1,L045,185,8
1312,20260713,train,S1,"L030,L045",184,8
1313,20260714,train,S0,,186,10
1314,20260714,train,S1,L175,185,11
1315,20260714,train,S1,L048,185,11
1316,20260714,train,S1,L121,185,10
1317,20260714,train,S1,"L093,L102",184,8
1318,20260714,train,S1,L116,185,9
1319,20260714,train,S1,L154,185,9
1320,20260714,train,S1,L136,185,9
1321,20260714,train,S1,L151,185,9
1322,20260714,train,S1,L087,185,9
1323,20260714,train,S1,"L030,L038,L046,L102,L104,L110,L111,L113,L134,L140,L143,L155,L178,L179,L182",171,12
1324,20260714,train,S1,L075,185,9
1325,20260714,train,S1,L077,185,9
1326,20260714,train,S1,L055,185,9
1327,20260714,train,S1,L027,185,11
1328,20260714,train,S1,"L061,L102",184,11
1329,20260714,train,S1,L102,185,8
1330,20260714,train,S1,L071,185,10
1331,20260714,train,S1,L072,185,10
1332,20260714,train,S1,L025,185,11
1333,20260714,train,S1,L125,185,10
1334,20260714,train,S1,"L030,L046,L102,L110,L111,L113,L134,L140,L143,L155,L177",175,11
1335,20260714,train,S1,L169,185,8
1336,20260714,train,S1,L132,185,9
1337,20260714,train,S1,L130,185,9
1338,20260714,train,S1,L013,185,9
1339,20260714,train,S1,L080,185,10
1340,20260714,train,S1,"L102,L106",184,8
1341,20260714,train,S1,L063,185,9
1342,20260714,train,S1,L002,185,8
1343,20260714,train,S1,L124,185,8
1344,20260714,train,S1,L022,185,9
1345,20260714,train,S1,L109,185,9
1346,20260714,train,S1,L110,185,8
1347,20260714,train,S1,L088,185,10
1348,20260714,train,S1,"L046,L102,L113,L134,L140,L143,L155",179,11
1349,20260714,train,S1,L120,185,10
1350,20260714,train,S1,L004,185,11
1351,20260714,train,S1,"L030,L046,L102,L110,L111,L113,L133,L140,L143,L155",176,11
1352,20260714,train,S1,L089,185,10
1353,20260714,train,S1,L053,185,8
1354,20260714,train,S1,L028,185,11
1355,20260714,train,S1,L174,185,9
1356,20260714,train,S1,"L099,L102",184,8
1357,20260714,train,S1,L086,185,8
1358,20260714,train,S1,L083,185,9
1359,20260714,train,S1,L043,185,10
1360,20260714,train,S1,"L018,L019,L020,L030,L037,L046,L102,L110,L111,L113,L134,L140,L143,L155",172,11
1361,20260714,train,S1,L001,185,9
1362,20260714,train,S1,L160,185,10
1363,20260714,train,S1,L081,185,10
1364,20260714,train,S1,L178,185,9
1365,20260714,train,S1,"L102,L103",184,9
1366,20260714,train,S1,L045,185,11
1367,20260714,train,S1,L161,185,10
1368,20260714,train,S1,L026,185,9
1369,20260714,train,S1,L159,185,8
1370,20260714,train,S1,L167,185,8
1371,20260714,train,S1,"L033,L182",184,10
1372,20260714,train,S1,L149,185,10
1373,20260714,train,S1,L039,185,9
1374,20260714,train,S1,L172,185,9
1375,20260714,train,S1,L171,185,10
1376,20260714,train,S1,L023,185,8
1377,20260714,train,S1,L079,185,9
1378,20260714,train,S1,"L032,L111",184,8
1379,20260714,train,S1,L162,185,10
1380,20260714,train,S1,L068,185,10
1381,20260714,train,S1,L020,185,9
1382,20260714,train,S1,L018,185,8
1383,20260714,train,S1,L006,185,9
1384,20260714,train,S1,L078,185,9
1385,20260714,train,S1,L163,185,8
1386,20260714,train,S1,L005,185,9
1387,20260714,train,S1,L091,185,10
1388,20260714,train,S1,L117,185,9
1389,20260714,train,S1,L179,185,8
1390,20260714,train,S1,L057,185,9
1391,20260714,train,S1,L112,185,8
1392,20260714,train,S1,"L030,L096,L102,L111",182,10
1393,20260714,train,S1,L173,185,10
1394,20260714,train,S1,"L018,L019,L036,L045,L111",181,11
1395,20260714,train,S1,L150,185,9
1396,20260714,train,S1,L046,185,8
1397,20260714,train,S1,L024,185,8
1398,20260714,train,S1,"L030,L031,L111,L182",182,10
1399,20260714,train,S1,L014,185,8
1400,20260714,train,S1,L164,185,8
1401,20260714,train,S1,L052,185,9
1402,20260714,train,S1,"L095,L102",184,9
1403,20260714,train,S1,L111,185,8
1404,20260714,train,S1,L123,185,8
1405,20260714,train,S1,"L030,L046,L102,L109,L110,L111,L113,L134,L140,L143,L155,L176",174,11
1406,20260714,train,S1,"L094,L102",184,8
1407,20260714,train,S1,"L007,L018,L019,L030,L046,L102,L104,L111,L113,L134,L140,L143,L155,L156,L178",171,11
1408,20260714,train,S1,L157,185,9
1409,20260714,train,S1,L131,185,9
1410,20260714,train,S1,L146,185,9
1411,20260714,train,S1,L165,185,8
1412,20260714,train,S1,L056,185,9
1413,20260714,train,S1,L135,185,9
1414,20260715,train,S0,,186,9
1415,20260715,train,S1,L062,185,11
1416,20260715,train,S1,L015,185,12
1417,20260715,train,S1,L085,185,9
1418,20260715,train,S1,L028,185,11
1419,20260715,train,S1,"L045,L109,L110,L111,L113,L115,L134,L140,L141,L143,L155,L178,L179",173,11
1420,20260715,train,S1,L102,185,9
1421,20260715,train,S1,L052,185,11
1422,20260715,train,S1,L093,185,10
1423,20260715,train,S1,L109,185,10
1424,20260715,train,S1,L012,185,8
1425,20260715,train,S1,L018,185,9
1426,20260715,train,S1,L056,185,11
1427,20260715,train,S1,"L045,L109,L110,L111,L113,L115,L134,L140,L143,L155,L176,L178,L179",173,11
1428,20260715,train,S1,L059,185,12
1429,20260715,train,S1,L020,185,10
1430,20260715,train,S1,L092,185,10
1431,20260715,train,S1,"L045,L109,L111,L113,L134,L140,L143,L155,L156,L178,L179",175,11
1432,20260715,train,S1,"L138,L140",184,10
1433,20260715,train,S1,L094,185,10
1434,20260715,train,S1,L005,185,9
1435,20260715,train,S1,"L137,L140,L155,L156",182,12
1436,20260715,train,S1,"L144,L155",184,11
1437,20260715,train,S1,"L045,L109,L110,L111,L113,L115,L134,L139,L140,L143,L155,L156,L178,L179",172,12
1438,20260715,train,S1,L174,185,9
1439,20260715,train,S1,"L154,L155",184,10
1440,20260715,train,S1,L069,185,10
1441,20260715,train,S1,"L007,L018,L046,L111,L113,L134,L140,L143,L155,L156,L178,L179",174,11
1442,20260715,train,S1,L172,185,10
1443,20260715,train,S1,L103,185,11
1444,20260715,train,S1,"L146,L155",184,11
1445,20260715,train,S1,L017,185,9
1446,20260715,train,S1,L083,185,10
1447,20260715,train,S1,L128,185,9
1448,20260715,train,S1,L035,185,13
1449,20260715,train,S1,"L123,L155",184,9
1450,20260715,train,S1,L019,185,9
1451,20260715,train,S1,"L018,L019,L020,L037,L045,L109,L110,L111,L113,L134,L140,L143,L155,L156,L178,L179",170,11
1452,20260715,train,S1,"L155,L157",184,11
1453,20260715,train,S1,L168,185,9
1454,20260715,train,S1,L095,185,10
1455,20260715,train,S1,"L033,L182",184,11
1456,20260715,train,S1,L084,185,10
1457,20260715,train,S1,L026,185,10
1458,20260715,train,S1,"L045,L109,L110,L111,L113,L118,L134,L140,L143,L155,L156,L178,L179,L186",172,11
1459,20260715,train,S1,L086,185,9
1460,20260715,train,S1,L006,185,12
1461,20260715,train,S1,"L018,L019,L036,L045,L178",181,14
1462,20260715,train,S1,"L023,L045",184,11
1463,20260715,train,S1,"L108,L109,L111,L115",182,9
1464,20260715,train,S1,L127,185,9
1465,20260715,train,S1,L024,185,9
1466,20260715,train,S1,L114,185,9
1467,20260715,train,S1,L004,185,10
1468,20260715,train,S1,"L129,L140,L155,L156",182,10
1469,20260715,train,S1,L126,185,9
1470,20260715,train,S1,"L145,L155",184,10
1471,20260715,train,S1,L119,185,9
1472,20260715,train,S1,L074,185,12
1473,20260715,train,S1,L082,185,10
1474,20260715,train,S1,L088,185,10
1475,20260715,train,S1,L155,185,9
1476,20260715,train,S1,"L029,L045",184,13
1477,20260715,train,S1,L182,185,10
1478,20260715,train,S1,L122,185,12
1479,20260715,train,S1,"L155,L160",184,12
1480,20260715,train,S1,L105,185,10
1481,20260715,train,S1,"L115,L116",184,11
1482,20260715,train,S1,L064,185,10
1483,20260715,train,S1,L186,185,8
1484,20260715,train,S1,"L045,L109,L110,L111,L113,L115,L134,L140,L143,L155,L156,L178,L179",173,11
1485,20260715,train,S1,"L098,L102",184,9
1486,20260715,train,S1,"L045,L109,L110,L111,L113,L115,L133,L140,L143,L155,L156,L178,L179",173,11
1487,20260715,train,S1,L041,185,10
1488,20260715,train,S1,L149,185,9
1489,20260715,train,S1,"L140,L142",184,9
1490,20260715,train,S1,L125,185,12
1491,20260715,train,S1,L111,185,10
1492,20260715,train,S1,L087,185,9
1493,20260715,train,S1,"L136,L140",184,10
1494,20260715,train,S1,L140,185,9
1495,20260715,train,S1,L180,185,10
1496,20260715,train,S1,L156,185,9
1497,20260715,train,S1,"L045,L046,L049,L109,L110,L111,L113,L115,L134,L140,L143,L155,L156,L178,L179",171,11
1498,20260715,train,S1,L070,185,12
1499,20260715,train,S1,L061,185,12
1500,20260715,train,S1,"L148,L155",184,10
1501,20260715,train,S1,L078,185,8
1502,20260715,train,S1,L030,185,11
1503,20260715,train,S1,L002,185,11
1504,20260715,train,S1,"L153,L155",184,10
1505,20260715,train,S1,"L045,L109,L110,L111,L113,L134,L140,L143,L155,L156,L177,L178,L179",173,11
1506,20260715,train,S1,L171,185,11
1507,20260715,train,S1,L167,185,11
1508,20260715,train,S1,L077,185,9
1509,20260715,train,S1,L027,185,11
1510,20260715,train,S1,"L018,L021",184,11
1511,20260715,train,S1,"L099,L102",184,9
1512,20260715,train,S1,L060,185,12
1513,20260715,train,S1,L100,185,9
1514,20260715,train,S1,L075,185,9
1515,20260716,train,S0,,186,8
1516,20260716,train,S1,L065,185,8
1517,20260716,train,S1,L154,185,7
1518,20260716,train,S1,L186,185,8
1519,20260716,train,S1,L138,185,8
1520,20260716,train,S1,L143,185,7
1521,20260716,train,S1,"L003,L018",184,8
1522,20260716,train,S1,"L012,L018",184,7
1523,20260716,train,S1,L076,185,8
1524,20260716,train,S1,L074,185,11
1525,20260716,train,S1,L164,185,7
1526,20260716,train,S1,"L018,L019,L020,L037,L104,L109,L110,L111,L113,L134,L140,L155",174,11
1527,20260716,train,S1,L162,185,9
1528,20260716,train,S1,L166,185,7
1529,20260716,train,S1,"L018,L030,L045,L046,L050,L059,L104,L109,L110,L111,L113,L134,L140,L155",172,11
1530,20260716,train,S1,"L033,L182",184,8
1531,20260716,train,S1,L044,185,8
1532,20260716,train,S1,L140,185,7
1533,20260716,train,S1,L174,185,8
1534,20260716,train,S1,L185,185,9
1535,20260716,train,S1,L056,185,8
1536,20260716,train,S1,L069,185,8
1537,20260716,train,S1,L025,185,10
1538,20260716,train,S1,L029,185,10
1539,20260716,train,S1,L112,185,7
1540,20260716,train,S1,L115,185,6
1541,20260716,train,S1,L123,185,8
1542,20260716,train,S1,L081,185,9
1543,20260716,train,S1,L057,185,6
1544,20260716,train,S1,L075,185,8
1545,20260716,train,S1,"L031,L109,L111,L182",182,12
1546,20260716,train,S1,L106,185,7
1547,20260716,train,S1,L086,185,9
1548,20260716,train,S1,L020,185,8
1549,20260716,train,S1,L116,185,7
1550,20260716,train,S1,"L018,L030,L104,L109,L110,L111,L113,L134,L140,L155",176,9
1551,20260716,train,S1,L068,185,7
1552,20260716,train,S1,L142,185,7
1553,20260716,train,S1,"L155,L161",184,8
1554,20260716,train,S1,L013,185,9
1555,20260716,train,S1,L094,185,9
1556,20260716,train,S1,L145,185,7
1557,20260716,train,S1,L019,185,8
1558,20260716,train,S1,L109,185,7
1559,20260716,train,S1,L085,185,9
1560,20260716,train,S1,L015,185,8
1561,20260716,train,S1,"L018,L030,L104,L109,L110,L111,L113,L133,L140,L155",176,9
1562,20260716,train,S1,L131,185,7
1563,20260716,train,S1,L156,185,7
1564,20260716,train,S1,L118,185,7
1565,20260716,train,S1,L126,185,8
1566,20260716,train,S1,L010,185,8
1567,20260716,train,S1,L040,185,10
1568,20260716,train,S1,L114,185,6
1569,20260716,train,S1,L006,185,8
1570,20260716,train,S1,L090,185,7
1571,20260716,train,S1,L169,185,7
1572,20260716,train,S1,L149,185,7
1573,20260716,train,S1,L158,185,8
1574,20260716,train,S1,L117,185,6
1575,20260716,train,S1,"L018,L019,L020,L030,L036,L045,L048,L104,L109,L110,L111,L134,L140,L155,L156,L178,L179,L182",168,15
1576,20260716,train,S1,L098,185,9
1577,20260716,train,S1,L035,185,10
1578,20260716,train,S1,L103,185,8
1579,20260716,train,S1,L032,185,7
1580,20260716,train,S1,L092,185,7
1581,20260716,train,S1,L153,185,6
1582,20260716,train,S1,L105,185,7
1583,20260716,train,S1,L137,185,8
1584,20260716,train,S1,L070,185,10
1585,20260716,train,S1,L077,185,7
1586,20260716,train,S1,"L096,L104,L109,L110,L111,L134,L140,L155",178,8
1587,20260716,train,S1,L023,185,7
1588,20260716,train,S1,L155,185,6
1589,20260716,train,S1,L014,185,8
1590,20260716,train,S1,L110,185,7
1591,20260716,train,S1,L087,185,10
1592,20260716,train,S1,L052,185,8
1593,20260716,train,S1,L005,185,8
1594,20260716,train,S1,L179,185,7
1595,20260716,train,S1,L073,185,10
1596,20260716,train,S1,L171,185,9
1597,20260716,train,S1,L078,185,7
1598,20260716,train,S1,L026,185,10
1599,20260716,train,S1,L067,185,9
1600,20260716,train,S1,L121,185,10
1601,20260716,train,S1,L053,185,9
1602,20260716,train,S1,L124,185,8
1603,20260716,train,S1,L151,185,8
1604,20260716,train,S1,L028,185,10
1605,20260716,train,S1,L170,185,7
1606,20260716,train,S1,"L018,L104,L109,L110,L111,L113,L134,L140,L155,L156,L177",175,8
1607,20260716,train,S1,L043,185,8
1608,20260716,train,S1,"L018,L045,L054,L109,L111",181,20
1609,20260716,train,S1,"L018,L030,L109,L110,L111,L113,L134,L140,L141,L143,L155",175,9
1610,20260716,train,S1,L066,185,9
1611,20260716,train,S1,L159,185,6
1612,20260716,train,S1,L004,185,9
1613,20260716,train,S1,L001,185,8
1614,20260716,train,S1,L011,185,7
1615,20260716,train,S1,L136,185,8
1616,20260717,train,S0,,186,8
1617,20260717,train,S1,"L104,L107,L111",183,10
1618,20260717,train,S1,"L104,L105,L111",183,8
1619,20260717,train,S1,"L104,L121",184,9
1620,20260717,train,S1,L180,185,8
1621,20260717,train,S1,"L102,L104",184,7
1622,20260717,train,S1,L079,185,8
1623,20260717,train,S1,L164,185,8
1624,20260717,train,S1,L165,185,8
1625,20260717,train,S1,L053,185,8
1626,20260717,train,S1,L006,185,9
1627,20260717,train,S1,L137,185,8
1628,20260717,train,S1,L142,185,8
1629,20260717,train,S1,L024,185,8
1630,20260717,train,S1,L015,185,8
1631,20260717,train,S1,"L018,L045,L104,L110,L111,L113,L115,L118,L134,L155,L178,L186",174,11
1632,20260717,train,S1,"L018,L019,L020,L030,L037,L104,L109,L110,L111,L113,L134,L155,L178",173,11
1633,20260717,train,S1,"L039,L104",184,8
1634,20260717,train,S1,"L075,L104",184,8
1635,20260717,train,S1,L170,185,8
1636,20260717,train,S1,"L104,L111,L115,L116",182,9
1637,20260717,train,S1,L020,185,10
1638,20260717,train,S1,L159,185,12
1639,20260717,train,S1,L173,185,9
1640,20260717,train,S1,L169,185,8
1641,20260717,train,S1,"L032,L104,L111",183,6
1642,20260717,train,S1,"L045,L104,L109,L110,L111,L113,L115,L134,L155,L176,L178",175,12
1643,20260717,train,S1,L179,185,8
1644,20260717,train,S1,L035,185,13
1645,20260717,train,S1,L092,185,8
1646,20260717,train,S1,"L081,L104",184,9
1647,20260717,train,S1,"L104,L123",184,7
1648,20260717,train,S1,"L061,L104",184,10
1649,20260717,train,S1,L004,185,9
1650,20260717,train,S1,"L045,L054,L104,L111",182,38
1651,20260717,train,S1,"L104,L114",184,8
1652,20260717,train,S1,L040,185,11
1653,20260717,train,S1,L045,185,9
1654,20260717,train,S1,"L104,L124",184,7
1655,20260717,train,S1,"L018,L019,L036,L045,L104,L111",180,13
1656,20260717,train,S1,L034,185,11
1657,20260717,train,S1,L005,185,9
1658,20260717,train,S1,"L104,L106,L111",183,7
1659,20260717,train,S1,L077,185,8
1660,20260717,train,S1,L163,185,7
1661,20260717,train,S1,L175,185,10
1662,20260717,train,S1,L010,185,8
1663,20260717,train,S1,"L025,L104",184,12
1664,20260717,train,S1,"L063,L104",184,8
1665,20260717,train,S1,L128,185,8
1666,20260717,train,S1,L060,185,10
1667,20260717,train,S1,L091,185,9
1668,20260717,train,S1,L048,185,8
1669,20260717,train,S1,L002,185,8
1670,20260717,train,S1,L011,185,8
1671,20260717,train,S1,L101,185,10
1672,20260717,train,S1,L057,185,8
1673,20260717,train,S1,L012,185,6
1674,20260717,train,S1,L064,185,9
1675,20260717,train,S1,L130,185,8
1676,20260717,train,S1,L132,185,9
1677,20260717,train,S1,"L042,L104",184,8
1678,20260717,train,S1,"L098,L104",184,9
1679,20260717,train,S1,"L104,L126",184,11
1680,20260717,train,S1,"L068,L104",184,9
1681,20260717,train,S1,L186,185,8
1682,20260717,train,S1,L172,185,8
1683,20260717,train,S1,L111,185,7
1684,20260717,train,S1,L059,185,10
1685,20260717,train,S1,"L080,L104",184,9
1686,20260717,train,S1,"L088,L104",184,7
1687,20260717,train,S1,"L062,L104",184,9
1688,20260717,train,S1,"L144,L155",184,10
1689,20260717,train,S1,L153,185,8
1690,20260717,train,S1,"L029,L104,L111",183,12
1691,20260717,train,S1,"L099,L104",184,9
1692,20260717,train,S1,L023,185,8
1693,20260717,train,S1,"L104,L108,L111,L115",182,9
1694,20260717,train,S1,"L027,L104",184,10
1695,20260717,train,S1,L104,185,7
1696,20260717,train,S1,"L031,L104,L109,L111,L182",181,9
1697,20260717,train,S1,"L030,L104",184,7
1698,20260717,train,S1,L014,185,8
1699,20260717,train,S1,"L007,L018,L030,L104,L109,L110,L111,L113,L134,L155,L178,L179",174,8
1700,20260717,train,S1,"L070,L104",184,9
1701,20260717,train,S1,"L090,L104",184,7
1702,20260717,train,S1,L049,185,8
1703,20260717,train,S1,L146,185,8
1704,20260717,train,S1,"L028,L104,L111",183,12
1705,20260717,train,S1,"L104,L120",184,7
1706,20260717,train,S1,"L104,L185",184,9
1707,20260717,train,S1,"L045,L104,L109,L111,L112,L113,L134,L155,L178",177,11
1708,20260717,train,S1,L122,185,10
1709,20260717,train,S1,L066,185,8
1710,20260717,train,S1,"L085,L104",184,7
1711,20260717,train,S1,L168,185,8
1712,20260717,train,S1,L151,185,9
1713,20260717,train,S1,L156,185,7
1714,20260717,train,S1,L026,185,9
1715,20260717,train,S1,L018,185,7
1716,20260717,train,S1,L171,185,9
1717,20260718,train,S0,,186,8
1718,20260718,train,S1,"L030,L062",184,10
1719,20260718,train,S1,L040,185,12
1720,20260718,train,S1,L077,185,8
1721,20260718,train,S1,L179,185,9
1722,20260718,train,S1,L166,185,8
1723,20260718,train,S1,"L018,L030,L060,L097,L102,L104",180,20
1724,20260718,train,S1,L140,185,9
1725,20260718,train,S1,"L030,L055",184,9
1726,20260718,train,S1,L018,185,7
1727,20260718,train,S1,L084,185,8
1728,20260718,train,S1,L160,185,10
1729,20260718,train,S1,L080,185,10
1730,20260718,train,S1,L020,185,9
1731,20260718,train,S1,L153,185,8
1732,20260718,train,S1,L164,185,7
1733,20260718,train,S1,L162,185,10
1734,20260718,train,S1,L045,185,7
1735,20260718,train,S1,L024,185,8
1736,20260718,train,S1,L161,185,10
1737,20260718,train,S1,"L012,L018",184,9
1738,20260718,train,S1,L125,185,10
1739,20260718,train,S1,"L009,L018,L030,L065,L102,L104,L111,L113,L115,L134,L140,L143,L155,L178",172,8
1740,20260718,train,S1,"L018,L030,L102,L113,L115,L134,L139,L140,L143,L155,L178",175,10
1741,20260718,train,S1,"L030,L109",184,8
1742,20260718,train,S1,L136,185,8
1743,20260718,train,S1,L085,185,9
1744,20260718,train,S1,"L030,L048",184,8
1745,20260718,train,S1,L044,185,9
1746,20260718,train,S1,"L018,L030,L102,L113,L115,L134,L140,L155,L176,L178",176,9
1747,20260718,train,S1,L152,185,9
1748,20260718,train,S1,"L018,L030,L102,L113,L115,L133,L140,L155,L178",177,9
1749,20260718,train,S1,L006,185,9
1750,20260718,train,S1,L079,185,8
1751,20260718,train,S1,L060,185,11
1752,20260718,train,S1,"L137,L140",184,11
1753,20260718,train,S1,"L094,L102",184,9
1754,20260718,train,S1,L124,185,9
1755,20260718,train,S1,L145,185,8
1756,20260718,train,S1,L154,185,8
1757,20260718,train,S1,L071,185,9
1758,20260718,train,S1,"L018,L030,L045,L046,L050,L060,L102,L104,L113,L115,L134,L140,L155,L178",172,11
1759,20260718,train,S1,"L018,L030,L060,L096,L102,L104,L111",179,11
1760,20260718,train,S1,L186,185,10
1761,20260718,train,S1,"L030,L104",184,8
1762,20260718,train,S1,"L030,L127",184,10
1763,20260718,train,S1,"L030,L112",184,8
1764,20260718,train,S1,"L030,L115,L116",183,8
1765,20260718,train,S1,L146,185,9
1766,20260718,train,S1,"L030,L068",184,11
1767,20260718,train,S1,L158,185,9
1768,20260718,train,S1,"L093,L102",184,9
1769,20260718,train,S1,L100,185,8
1770,20260718,train,S1,L057,185,8
1771,20260718,train,S1,"L030,L067",184,8
1772,20260718,train,S1,L101,185,11
1773,20260718,train,S1,L122,185,10
1774,20260718,train,S1,"L030,L033,L182",183,8
1775,20260718,train,S1,L103,185,11
1776,20260718,train,S1,L132,185,9
1777,20260718,train,S1,L070,185,10
1778,20260718,train,S1,L015,185,9
1779,20260718,train,S1,L150,185,8
1780,20260718,train,S1,L170,185,8
1781,20260718,train,S1,"L018,L030,L102,L104,L113,L115,L134,L140,L155,L177,L178",175,9
1782,20260718,train,S1,L135,185,11
1783,20260718,train,S1,L014,185,10
1784,20260718,train,S1,L163,185,8
1785,20260718,train,S1,"L030,L110",184,8
1786,20260718,train,S1,L001,185,12
1787,20260718,train,S1,"L030,L059",184,9
1788,20260718,train,S1,L043,185,9
1789,20260718,train,S1,L074,185,12
1790,20260718,train,S1,"L018,L022",184,11
1791,20260718,train,S1,L049,185,8
1792,20260718,train,S1,L180,185,10
1793,20260718,train,S1,"L018,L030,L032",183,11
1794,20260718,train,S1,L148,185,8
1795,20260718,train,S1,L013,185,9
1796,20260718,train,S1,"L099,L102",184,7
1797,20260718,train,S1,"L030,L061",184,9
1798,20260718,train,S1,"L138,L140",184,10
1799,20260718,train,S1,"L003,L018",184,8
1800,20260718,train,S1,L171,185,10
1801,20260718,train,S1,L169,185,8
1802,20260718,train,S1,L005,185,8
1803,20260718,train,S1,L082,185,10
1804,20260718,train,S1,L081,185,10
1805,20260718,train,S1,"L018,L030,L045,L054",182,8
1806,20260718,train,S1,"L098,L102",184,7
1807,20260718,train,S1,L078,185,8
1808,20260718,train,S1,L046,185,8
1809,20260718,train,S1,L004,185,12
1810,20260718,train,S1,L172,185,8
1811,20260718,train,S1,L086,185,9
1812,20260718,train,S1,L056,185,9
1813,20260718,train,S1,"L018,L019,L020,L030,L037,L102,L104,L113,L115,L134,L140,L155,L178",173,10
1814,20260718,train,S1,L072,185,11
1815,20260718,train,S1,L144,185,9
1816,20260718,train,S1,"L030,L120",184,8
1817,20260718,train,S1,"L018,L030,L031,L182",182,13
1818,20260719,train,S0,,186,8
1819,20260719,train,S1,"L018,L019,L036,L045,L111",181,12
1820,20260719,train,S1,L065,185,7
1821,20260719,train,S1,L019,185,8
1822,20260719,train,S1,L020,185,9
1823,20260719,train,S1,L014,185,7
1824,20260719,train,S1,L004,185,8
1825,20260719,train,S1,L085,185,7
1826,20260719,train,S1,L164,185,7
1827,20260719,train,S1,"L093,L102",184,7
1828,20260719,train,S1,"L018,L025,L026,L038,L039,L045,L102,L109,L110,L111,L113,L128,L134,L155,L158,L178,L179",169,11
1829,20260719,train,S1,"L116,L128",184,7
1830,20260719,train,S1,"L068,L102",184,8
1831,20260719,train,S1,"L128,L130",184,8
1832,20260719,train,S1,L102,185,6
1833,20260719,train,S1,"L012,L018",184,8
1834,20260719,train,S1,L169,185,8
1835,20260719,train,S1,"L018,L045,L102,L109,L110,L111,L112,L113,L128,L134,L155,L178",174,8
1836,20260719,train,S1,L035,185,10
1837,20260719,train,S1,"L128,L132",184,8
1838,20260719,train,S1,L163,185,7
1839,20260719,train,S1,"L067,L102",184,6
1840,20260719,train,S1,L081,185,9
